,num1,num2,sz1,sz2,img1,img2
87,4,3,8,6,236,170
88,2,4,7,5,492,265
89,2,6,6,4,60,252
90,1,4,6,8,337,439
91,3,2,4,3,135,495
92,8,1,7,5,118,248
93,4,8,4,7,138,331
94,4,1,6,3,486,319
95,4,3,7,8,343,305
96,6,7,4,6,280,113
97,2,6,5,6,151,69
98,1,8,8,3,57,416
99,2,5,5,3,178,398
100,5,6,9,5,333,436
101,7,8,8,9,285,413
102,8,1,8,4,10,101
103,1,6,8,3,395,209
104,2,6,3,6,213,118
105,3,6,4,6,463,56
106,7,4,8,3,51,497
107,1,2,7,8,349,197
108,6,5,9,6,486,494
109,1,6,6,8,131,455
110,7,6,5,9,45,94
111,7,4,3,7,256,125
112,6,4,7,8,38,326
113,1,3,4,7,499,321
114,4,6,8,7,60,109
115,4,6,7,6,167,63
116,8,1,8,3,321,467
117,2,6,8,5,297,366
118,2,3,4,8,457,167
119,7,3,5,6,21,355
120,2,3,5,4,314,149
121,1,2,3,4,221,301
122,3,4,8,5,240,13
123,2,8,9,3,158,9
124,3,8,8,5,407,108
125,4,8,5,7,121,369
126,4,7,6,8,447,59
127,8,3,3,5,362,13
128,4,1,5,6,312,145
129,8,6,7,8,304,317
130,3,7,4,5,53,408
131,8,3,9,4,232,1
132,2,4,8,4,296,249
133,8,2,3,5,316,116
134,8,1,3,8,20,476
135,7,1,9,7,260,490
136,2,8,7,3,298,131
137,7,1,5,6,480,69
138,6,3,4,5,485,352
139,2,6,8,7,265,157
140,4,2,8,6,219,187
141,1,6,8,5,108,189
142,2,5,9,5,78,493
143,6,5,8,9,147,447
144,3,6,9,7,57,90
145,3,8,3,7,196,134
146,3,1,9,5,439,267
147,2,3,9,7,146,85
148,6,5,6,9,495,418
149,5,4,9,6,427,104
150,5,8,9,6,288,178
151,5,4,7,3,458,174
152,2,1,5,6,491,44
153,1,8,7,8,177,361
154,1,7,4,7,419,373
155,6,3,7,6,391,438
156,6,1,5,6,7,12
157,2,5,6,4,352,368
158,8,5,8,5,281,482
159,3,2,6,4,96,429
160,8,2,7,5,47,204
161,7,8,7,4,4,79
162,2,4,5,7,373,257
163,4,1,7,4,65,424
164,5,1,5,4,280,448
165,3,4,7,8,131,400
166,7,2,4,9,360,23
167,5,6,8,7,91,433
168,5,2,4,6,305,365
169,7,5,5,6,499,331
170,6,8,9,6,106,158
171,6,5,4,7,93,207
172,7,5,4,5,454,266
173,5,3,4,8,41,276
174,5,4,8,3,314,83
175,2,1,3,7,406,353
176,3,5,6,7,122,95
177,7,4,4,6,288,34
178,8,3,8,5,233,360
179,7,4,6,5,149,147
180,3,5,7,3,350,59
181,5,3,7,5,108,219
182,5,2,4,3,204,50
183,8,4,6,5,209,40
184,8,2,3,6,47,140
185,3,7,6,7,377,276
186,6,8,3,8,168,197
187,4,8,8,9,189,403
188,8,1,7,9,176,91
189,6,7,9,3,214,93
190,7,1,3,8,151,285
191,6,2,6,9,464,439
192,2,6,5,8,136,395
193,3,1,4,6,389,295
194,6,3,7,9,223,395
195,3,6,5,4,245,221
196,5,4,6,7,219,258
197,7,3,7,6,355,56
198,5,3,6,5,391,195
199,7,1,6,8,122,471
200,3,4,5,3,22,298
201,3,1,3,4,51,436
202,1,8,4,6,257,323
203,4,2,5,8,286,150
204,4,8,8,3,8,55
205,8,6,4,7,421,130
206,1,6,8,4,227,31
207,1,6,8,9,110,240
208,6,3,6,4,84,227
209,3,5,7,3,84,464
210,7,5,6,3,30,223
211,4,3,4,6,319,310
212,4,7,4,5,241,301
213,6,8,3,7,283,263
214,5,2,6,7,395,357
215,5,2,8,9,89,336
216,4,8,5,8,108,368
217,4,8,9,8,184,304
218,4,1,5,6,341,90
219,3,1,3,5,186,459
220,2,7,3,8,53,385
221,8,6,6,5,316,371
222,2,8,8,6,298,399
223,6,1,3,5,387,229
224,7,5,7,3,26,203
225,7,1,6,4,86,81
226,1,4,3,4,451,498
227,4,3,5,3,286,198
228,4,6,5,4,170,342
229,3,7,8,9,331,397
230,6,3,6,5,38,385
231,8,2,5,7,136,31
232,2,3,7,5,175,36
233,2,5,5,3,471,438
234,4,6,4,9,410,40
235,1,5,3,7,35,159
236,5,4,7,4,92,39
237,8,3,8,4,288,359
238,8,5,4,6,366,302
239,5,8,8,5,379,425
240,6,7,9,8,122,484
241,4,8,7,6,362,310
242,5,6,3,5,283,1
243,7,6,8,3,494,227
244,7,6,5,7,482,0
245,2,1,5,4,126,49
246,3,6,9,5,171,479
247,4,6,6,7,62,281
248,7,6,8,3,66,416
249,1,5,4,3,15,235
250,7,2,7,3,315,378
251,1,3,9,7,9,209
252,4,2,4,5,10,416
253,8,2,4,9,220,123
254,5,6,5,9,236,42
255,1,7,3,6,223,109
256,5,2,4,5,333,11
257,6,5,4,6,194,422
258,5,1,3,5,22,294
259,5,7,9,5,163,397
260,5,8,8,9,6,99
261,7,8,5,6,409,358
262,1,6,4,9,349,252
263,5,6,9,4,394,479
264,4,7,3,9,225,24
265,3,1,6,5,311,385
266,1,2,5,9,87,469
267,7,4,9,6,429,230
268,5,1,7,6,140,42
269,6,4,7,4,479,354
270,5,1,6,9,345,170
271,3,8,9,6,436,229
272,1,2,9,3,252,169
273,1,6,5,8,264,379
274,7,3,6,8,23,351
275,8,2,9,3,287,139
276,5,7,5,4,88,312
277,1,2,8,3,160,118
278,5,6,3,8,191,160
279,7,5,9,7,354,14
280,5,7,6,9,144,27
281,7,2,4,8,476,172
282,5,7,6,5,375,320
283,2,4,3,7,119,436
284,1,4,3,9,242,272
285,8,7,7,5,87,389
286,5,6,6,9,323,279
287,7,4,4,7,322,198
288,3,8,7,8,439,160
289,7,6,5,9,113,248
290,2,5,3,4,335,55
291,8,7,5,9,438,459
292,1,2,3,6,192,176
293,3,1,8,6,212,450
294,1,4,5,8,372,173
295,8,5,6,7,342,196
296,8,6,4,5,428,492
297,8,3,9,6,464,217
298,2,6,3,8,245,169
299,8,4,4,9,480,385
300,1,7,4,8,405,44
301,6,7,9,6,422,435
302,6,5,4,7,466,403
303,7,6,6,3,80,305
304,3,5,6,7,38,474
305,3,1,4,8,129,496
306,1,8,5,6,393,486
307,6,5,5,8,21,191
308,8,1,7,4,460,425
309,3,4,9,5,105,152
310,4,2,8,4,42,51
311,1,4,5,4,315,40
312,7,2,4,7,457,309
313,3,8,7,8,448,195
314,2,5,9,8,251,125
315,3,7,9,3,162,148
316,8,3,4,9,326,477
317,5,7,8,7,246,467
318,4,6,6,7,253,279
319,4,8,4,8,186,406
320,7,1,5,8,456,248
321,7,1,5,6,348,335
322,8,7,5,6,478,1
323,4,6,5,4,452,77
324,5,1,7,4,253,372
325,1,4,4,7,115,229
326,4,3,8,5,476,444
327,5,7,7,4,137,222
328,2,4,8,7,112,108
329,8,1,9,8,290,79
330,1,6,4,8,415,335
331,5,1,7,9,430,103
332,1,7,6,5,76,480
333,7,1,8,7,168,371
334,3,5,4,7,304,411
335,4,3,3,8,26,50
336,1,6,9,7,221,492
337,3,8,7,5,6,376
338,2,4,3,9,332,265
339,7,3,3,6,208,252
340,2,4,5,3,196,335
341,5,6,3,9,359,449
342,2,4,3,7,64,74
343,5,3,4,7,199,297
344,5,4,4,8,137,151
345,2,8,8,5,237,421
346,2,6,6,8,304,253
347,3,2,8,9,88,428
348,4,1,6,8,385,132
349,5,8,8,6,237,377
350,3,6,6,7,154,231
351,7,1,6,5,412,370
352,1,8,3,4,211,127
353,7,6,7,5,198,251
354,5,3,8,4,155,271
355,7,6,5,4,495,75
356,7,8,5,9,101,204
357,3,8,7,5,411,279
358,7,1,4,8,274,356
359,6,3,7,5,351,176
360,2,6,5,6,367,280
361,3,6,3,6,275,178
362,2,1,5,7,49,20
363,5,6,3,6,282,239
364,4,8,4,5,77,152
365,8,3,5,9,459,398
366,1,6,5,8,368,462
367,2,6,5,6,141,305
368,5,4,4,6,187,20
369,7,4,8,6,41,0
370,6,8,5,8,278,375
371,8,1,9,5,241,194
372,3,6,3,7,118,351
373,7,2,6,4,363,126
374,8,7,3,8,122,68
375,5,4,8,7,354,54
376,3,4,4,7,279,448
377,1,2,7,5,319,366
378,3,7,5,7,88,7
379,3,4,6,8,12,13
380,5,7,5,9,329,229
381,7,4,7,5,116,124
382,2,8,4,7,490,188
383,5,8,7,3,281,102
384,6,8,6,5,69,63
385,7,6,7,9,132,286
386,7,4,3,7,167,87
387,2,5,5,6,307,320
388,8,3,5,6,26,144
389,7,2,8,5,142,208
390,5,7,4,5,285,199
391,7,1,6,9,12,342
392,2,8,6,4,26,5
393,6,8,5,8,36,183
394,6,8,5,7,9,297
395,6,5,9,3,411,288
396,1,3,5,4,111,219
397,1,3,7,9,188,230
398,4,2,9,5,64,344
399,3,7,6,8,68,136
400,7,5,6,3,133,182
401,2,5,8,9,465,458
402,5,4,7,8,72,211
403,2,4,6,9,121,255
404,3,5,9,3,420,240
405,8,7,8,4,73,63
406,8,4,7,3,9,197
407,5,6,8,5,84,143
408,4,5,5,7,449,216
409,3,4,8,7,181,277
410,2,8,6,9,289,238
411,3,2,3,8,284,37
412,4,5,7,8,495,200
413,6,1,4,5,340,326
414,5,2,8,7,392,352
415,7,2,6,9,157,258
416,8,3,3,8,81,282
417,1,7,3,5,15,428
418,2,5,6,8,239,409
419,4,5,8,6,264,386
420,7,2,7,8,475,346
421,1,5,9,6,214,43
422,4,7,4,7,41,236
423,4,7,5,8,98,484
424,8,7,5,7,480,129
425,7,6,9,7,275,402
426,4,5,6,5,347,209
427,2,5,3,5,392,455
428,7,8,8,4,403,223
429,1,3,6,7,199,297
430,2,5,9,7,18,6
431,2,6,9,4,349,431
432,6,7,7,6,317,283
433,2,6,7,5,456,468
434,3,1,3,8,409,113
435,8,7,4,6,215,65
436,8,6,3,4,313,380
437,2,7,3,5,337,472
438,1,2,7,4,465,235
439,4,3,5,8,11,413
440,2,7,3,8,466,126
441,4,8,7,4,321,93
442,2,6,3,6,287,411
443,6,7,7,4,272,499
444,2,5,6,7,165,348
445,4,5,4,8,364,207
446,8,1,3,6,439,493
447,6,5,5,9,95,168
448,1,2,3,4,80,366
449,3,8,3,9,116,445
450,6,2,4,8,253,192
451,1,3,7,9,204,277
452,7,2,9,4,487,464
453,8,1,3,5,85,232
454,8,7,7,8,34,297
455,4,7,8,7,405,96
456,2,4,9,8,13,254
457,1,8,9,3,62,9
458,6,3,3,9,269,415
459,2,5,3,7,402,62
460,1,7,6,9,47,372
461,5,1,4,9,325,73
462,8,2,6,5,313,281
463,8,3,3,4,330,309
464,6,5,7,8,325,328
465,5,6,5,4,336,385
466,1,3,5,7,243,62
467,2,6,4,5,199,252
468,4,1,7,8,241,411
469,7,2,3,4,47,139
470,1,4,8,6,109,393
471,4,8,9,5,440,325
472,5,6,7,9,219,189
473,3,7,8,4,302,53
474,1,6,3,6,488,50
475,5,8,9,3,227,255
476,2,7,9,5,288,69
477,3,2,7,8,436,329
478,8,6,7,4,58,444
479,8,1,3,6,393,428
480,3,4,4,5,481,336
481,7,5,8,3,42,494
482,1,8,9,3,164,117
483,2,4,3,7,421,203
484,7,4,8,5,365,274
485,4,7,3,5,289,216
486,3,8,6,5,79,49
487,5,2,4,8,4,304
488,3,6,9,4,109,40
489,1,5,9,5,423,68
490,5,2,3,4,168,174
491,8,4,5,9,180,225
492,1,4,3,5,475,260
493,1,7,7,8,393,361
494,7,3,3,4,329,450
495,4,6,3,6,303,243
496,6,7,4,3,495,437
497,4,8,6,5,193,350
498,1,4,3,6,319,392
499,8,5,5,7,382,171
500,7,5,5,7,103,70
501,8,6,8,6,491,85
502,7,8,9,4,65,211
503,8,6,8,6,186,393
504,5,3,6,3,290,402
505,5,1,4,6,454,344
506,4,7,4,5,428,160
507,2,8,9,6,385,163
508,8,6,8,5,288,481
509,2,4,6,5,175,374
510,3,1,6,9,331,47
511,6,2,4,3,470,484
512,3,1,8,9,288,192
513,8,3,3,6,318,169
514,6,4,8,9,15,432
515,3,7,6,4,358,270
516,7,8,7,6,1,54
517,5,3,3,4,159,472
518,5,6,8,7,262,33
519,6,3,7,8,103,424
520,6,1,4,9,131,175
521,8,5,7,4,239,22
522,8,3,4,3,383,438
523,3,1,4,8,45,18
524,5,4,8,5,483,169
525,3,5,9,4,231,202
526,2,7,9,4,304,94
527,6,8,7,8,302,361
528,2,5,3,5,443,303
529,2,8,5,4,474,307
530,1,8,6,8,86,30
531,3,7,9,8,325,108
532,2,8,4,7,459,56
533,1,6,9,5,402,243
534,8,4,4,9,393,207
535,3,4,6,8,161,250
536,5,2,3,9,121,48
537,1,5,3,9,91,33
538,6,7,9,4,340,457
539,7,4,9,3,31,17
540,8,1,8,5,443,354
541,3,6,6,8,237,257
542,4,3,4,5,245,180
543,1,3,9,3,486,475
544,5,7,6,7,174,484
545,8,5,3,6,362,321
546,8,7,5,8,208,103
547,2,3,6,5,271,243
548,4,2,7,3,477,493
549,8,4,6,7,68,433
550,2,6,5,8,267,366
551,7,6,8,3,61,431
552,5,6,3,4,333,64
553,5,6,3,8,70,82
554,1,7,8,4,269,124
555,2,4,3,5,474,60
556,5,1,5,6,166,255
557,5,8,7,3,313,480
558,5,8,8,3,20,12
559,6,8,5,8,324,11
560,1,7,8,6,305,51
561,3,8,4,9,248,357
562,4,3,9,8,263,203
563,2,5,9,3,267,1
564,6,1,4,6,132,420
565,5,4,7,3,136,324
566,3,1,6,3,405,307
567,4,5,4,6,140,280
568,2,4,9,3,59,14
569,3,6,5,6,120,439
570,2,7,8,9,424,73
571,5,4,6,7,165,476
572,3,1,6,9,98,482
573,5,2,4,6,36,149
574,2,3,7,8,193,6
575,2,6,7,3,41,368
576,8,2,4,9,17,28
577,8,7,7,6,141,402
578,1,2,4,3,244,74
579,6,2,7,3,146,204
580,4,2,3,9,230,263
581,1,7,7,5,164,137
582,8,2,3,7,30,242
583,5,4,7,8,100,493
584,2,8,6,7,325,143
585,2,4,9,3,316,7
586,1,5,4,8,3,450
587,2,7,8,4,183,366
588,1,6,8,6,361,410
589,7,1,8,5,166,388
590,8,3,3,9,127,31
591,3,6,8,3,66,367
592,3,6,4,6,327,459
593,7,8,5,3,178,294
594,7,5,9,5,229,255
595,5,3,5,4,333,172
596,7,3,4,9,61,474
597,6,4,5,3,7,44
598,2,1,9,6,164,393
599,3,7,3,9,389,217
600,4,8,6,9,471,308
601,5,3,7,8,345,436
602,6,4,8,6,335,22
603,8,7,4,5,161,287
604,8,1,7,4,276,337
605,8,3,6,9,300,93
606,8,2,7,5,217,214
607,4,2,7,9,493,237
608,6,7,9,7,220,111
609,1,5,5,3,418,301
610,3,4,5,6,25,437
611,4,2,7,5,102,187
612,7,3,6,8,167,32
613,6,4,7,8,166,69
614,8,2,5,7,274,57
615,8,4,8,3,408,434
616,4,7,7,8,139,276
617,6,7,9,6,463,333
618,6,7,3,5,58,212
619,2,4,5,4,41,185
620,5,8,5,7,392,170
621,2,8,9,4,136,264
622,4,6,7,6,279,267
623,6,8,3,5,35,430
624,3,7,5,6,323,56
625,5,6,8,3,216,56
626,4,2,3,5,309,164
627,6,4,7,4,221,226
628,8,4,9,7,251,252
629,7,1,8,4,73,431
630,3,2,3,6,146,43
631,1,8,6,9,89,146
632,7,3,7,8,247,220
633,2,8,3,4,233,214
634,7,2,7,4,477,441
635,4,5,7,4,42,245
636,8,1,7,5,315,301
637,1,4,4,5,263,139
638,1,7,3,7,65,73
639,4,6,7,6,218,179
640,5,1,3,6,45,204
641,1,2,3,6,146,74
642,7,8,8,6,83,218
643,6,4,8,9,332,27
644,1,8,8,6,199,298
645,8,1,9,7,47,3
646,1,3,6,9,395,241
647,4,1,4,8,379,145
648,1,6,6,9,326,406
649,8,2,8,5,49,491
650,1,5,8,9,221,41
651,4,3,6,7,113,247
652,8,6,5,8,88,53
653,8,7,4,6,120,139
654,7,3,6,3,341,338
655,8,5,5,6,460,337
656,5,2,3,9,0,309
657,5,7,4,6,219,321
658,4,2,6,8,283,111
659,5,6,9,3,137,362
660,2,4,7,4,254,77
661,4,7,7,6,465,308
662,4,2,4,6,451,366
663,3,5,4,6,111,102
664,8,6,7,4,452,25
665,5,8,7,4,478,17
666,7,8,7,6,126,189
667,6,3,7,4,474,325
668,5,3,3,6,9,106
669,1,5,6,4,340,15
670,1,3,7,3,188,51
671,7,5,7,8,395,474
672,4,8,9,7,282,240
673,4,6,4,9,390,359
674,6,2,9,4,422,361
675,1,5,4,3,327,345
676,2,1,8,5,234,396
677,1,8,9,4,304,302
678,7,3,8,9,67,442
679,4,5,8,6,494,483
680,2,6,3,4,483,175
681,6,2,5,7,189,117
682,7,1,9,3,251,267
683,7,8,5,7,347,494
684,4,6,5,7,12,26
685,2,7,5,6,219,105
686,2,5,6,7,409,384
687,4,8,7,6,54,131
688,6,1,6,3,168,25
689,6,4,6,5,24,62
690,7,6,3,9,339,436
691,8,6,8,5,240,464
692,3,5,5,8,165,154
693,8,2,4,3,58,11
694,1,7,7,6,81,76
695,3,4,3,5,240,389
696,5,6,4,7,433,27
697,4,8,8,9,215,385
698,1,3,5,3,11,147
699,8,5,9,5,166,342
700,8,6,9,3,301,20
701,2,1,8,4,38,173
702,7,8,7,5,116,111
703,5,6,9,8,93,274
704,5,2,7,6,220,461
705,7,2,5,4,243,424
706,2,3,8,6,358,245
707,2,6,4,3,445,395
708,4,8,8,5,293,110
709,7,4,8,6,34,325
710,4,8,9,3,130,216
711,4,6,7,6,412,136
712,3,5,9,7,124,60
713,3,5,3,6,402,113
714,5,2,4,5,496,17
715,5,1,6,3,370,254
716,8,5,3,4,341,94
717,6,5,3,8,487,433
718,1,8,9,5,29,280
719,4,2,6,9,93,406
720,8,2,4,3,167,475
721,1,3,5,4,284,447
722,5,1,9,6,323,179
723,2,7,6,7,297,277
724,2,4,5,4,126,42
725,3,7,5,9,456,112
726,1,6,6,5,163,178
727,5,7,5,3,4,232
728,3,5,3,4,224,410
729,7,4,9,7,52,91
730,2,6,8,6,27,63
731,7,6,8,6,493,287
732,2,5,5,4,222,271
733,1,7,5,3,473,306
734,4,7,9,3,42,257
735,7,4,9,4,89,34
736,1,4,9,5,100,433
737,6,4,4,8,271,324
738,2,7,7,8,324,26
739,4,3,6,3,411,484
740,5,8,8,5,319,378
741,6,4,7,8,0,233
742,3,6,6,5,114,200
743,7,6,9,7,177,433
744,6,5,4,7,25,265
745,3,4,8,6,386,382
746,2,4,4,3,42,420
747,3,4,9,3,424,418
748,5,3,4,5,378,12
749,4,2,3,8,335,7
750,7,5,9,7,98,429
751,7,1,3,9,221,453
752,6,5,6,4,4,271
753,5,8,8,5,485,455
754,1,7,3,5,237,271
755,7,8,4,7,69,322
756,4,2,7,8,468,399
757,7,2,3,6,355,371
758,3,6,3,6,132,160
759,4,8,4,8,40,291
760,7,6,4,5,145,199
761,8,6,3,8,352,26
762,4,3,8,7,354,126
763,1,4,5,8,398,64
764,6,3,4,9,298,137
765,4,5,6,3,267,102
766,7,1,5,6,163,271
767,4,7,6,5,2,317
768,2,7,7,3,461,30
769,2,8,6,7,145,88
770,3,4,5,6,467,404
771,1,6,6,8,296,382
772,5,2,5,6,411,137
773,1,6,5,6,128,360
774,7,2,8,6,68,21
775,5,6,7,5,375,337
776,4,6,6,5,51,432
777,5,7,4,6,283,443
778,6,1,5,9,20,445
779,2,8,7,4,189,393
780,7,8,9,5,314,256
781,3,5,8,7,456,99
782,2,6,5,6,331,287
783,1,5,6,7,111,94
784,5,6,5,3,417,10
785,8,3,4,8,85,452
786,3,5,5,4,286,430
787,5,3,5,9,448,72
788,3,1,4,8,4,62
789,3,1,7,3,484,486
790,3,6,9,6,431,346
791,6,1,5,6,322,430
792,7,6,6,5,309,306
793,7,3,6,8,412,352
794,8,5,5,3,395,14
795,6,4,5,8,37,292
796,2,4,4,7,19,428
797,1,3,7,5,329,7
798,1,6,3,6,277,86
799,5,7,7,9,14,35
800,5,7,5,8,240,385
801,3,8,9,6,411,217
802,6,7,8,6,326,186
803,6,7,9,8,389,475
804,7,6,9,5,12,463
805,2,7,5,9,337,147
806,7,2,6,4,459,114
807,8,7,3,4,292,314
808,7,4,4,5,245,407
809,4,5,8,9,262,333
810,8,7,9,4,208,223
811,3,8,9,8,47,352
812,4,5,6,8,196,254
813,3,5,8,3,268,337
814,5,7,8,7,123,49
815,1,7,4,9,491,58
816,2,7,7,9,137,297
817,7,5,6,5,457,29
818,6,3,9,7,360,360
819,5,6,8,5,192,221
820,4,2,9,8,356,465
821,7,6,6,4,179,17
822,7,1,9,4,49,412
823,1,6,9,4,105,252
824,1,5,3,5,29,378
825,8,3,9,7,307,390
826,4,5,4,5,193,2
827,4,3,9,3,58,429
828,8,1,3,5,347,91
829,8,4,6,4,375,199
830,4,6,4,9,460,117
831,2,4,8,4,258,105
832,6,1,6,7,0,337
833,8,6,4,8,381,394
834,5,1,9,7,213,324
835,2,4,8,6,234,297
836,8,1,3,7,457,123
837,7,5,4,3,458,61
838,6,5,3,8,388,143
839,6,1,5,8,154,45
840,4,1,4,5,488,436
841,4,6,6,9,462,487
842,6,7,8,7,280,235
843,1,7,3,8,116,26
844,4,6,8,3,226,31
845,6,2,6,4,37,41
846,8,3,9,7,160,16
847,6,3,5,3,404,35
848,8,2,4,9,352,237
849,7,5,4,8,20,59
850,5,6,7,4,309,120
851,6,3,4,8,46,411
852,2,5,8,6,307,100
853,6,2,8,3,74,329
854,1,8,7,9,92,261
855,4,1,3,4,363,249
856,2,3,6,5,375,490
857,1,3,9,5,236,128
858,4,5,6,7,142,48
859,6,8,3,5,224,286
860,2,6,4,8,166,72
861,1,8,7,9,8,206
862,1,2,4,5,467,399
863,2,1,5,7,195,250
864,3,2,7,4,72,440
865,6,5,4,3,293,309
866,6,8,3,9,191,315
867,5,3,5,6,453,307
868,1,6,9,4,105,115
869,5,2,6,8,325,254
870,4,5,6,8,271,304
871,4,2,8,5,62,21
872,1,5,5,6,367,494
873,4,2,5,8,19,244
874,1,8,7,3,299,262
875,5,4,9,7,475,363
876,4,1,7,9,488,289
877,3,1,6,5,8,233
878,7,8,7,8,495,6
879,8,1,9,4,388,244
880,3,4,6,5,498,420
881,3,6,7,6,200,414
882,3,6,7,5,55,315
883,6,4,8,5,57,312
884,7,6,7,8,324,120
885,6,4,5,3,261,388
886,7,1,7,4,489,289
887,6,3,8,9,312,137
888,6,3,6,9,316,173
889,4,3,3,6,4,298
890,1,3,9,5,88,368
891,7,6,5,9,260,410
892,6,7,7,8,195,494
893,7,1,4,3,125,348
894,8,5,9,5,439,185
895,4,7,4,5,93,31
896,6,3,5,3,367,77
897,2,4,4,3,266,101
898,4,7,5,8,240,364
899,5,8,4,6,257,189
900,3,2,4,8,105,281
901,7,4,4,8,43,209
902,1,6,5,7,114,265
903,8,2,6,7,332,199
904,3,5,9,3,143,487
905,7,3,3,5,404,388
906,4,5,4,8,405,260
907,5,6,9,7,51,235
908,8,3,7,5,444,387
909,8,3,3,4,121,211
910,4,7,8,7,149,227
911,4,1,9,5,71,101
912,6,3,8,9,492,63
913,4,3,9,5,3,379
914,1,2,3,6,229,46
915,8,6,6,9,229,187
916,5,8,4,8,381,82
917,4,6,3,4,117,432
918,6,5,9,4,251,146
919,6,4,3,8,230,310
920,5,8,5,8,151,197
921,8,7,3,8,122,296
922,5,2,7,8,239,337
923,8,4,9,4,78,402
924,2,8,9,8,213,390
925,7,8,7,3,212,257
926,8,3,7,9,110,468
927,4,1,6,7,201,271
928,8,6,6,4,489,214
929,3,7,3,9,168,400
930,3,7,5,7,212,58
931,5,7,4,8,357,77
932,6,3,5,6,60,214
933,2,8,9,4,113,15
934,7,2,4,9,109,444
935,4,5,6,5,6,178
936,1,4,8,7,164,356
937,2,7,8,6,444,186
938,4,8,9,3,237,114
939,6,5,5,6,222,359
940,6,2,7,6,448,141
941,6,8,5,7,19,254
942,5,8,7,6,193,448
943,1,6,3,9,183,496
944,1,8,9,8,422,298
945,4,6,8,9,303,73
946,5,3,5,3,281,352
947,2,3,9,8,205,75
948,5,2,6,4,459,35
949,2,1,7,4,307,393
950,1,4,3,5,272,231
951,1,8,7,5,56,415
952,7,1,4,6,156,369
953,7,5,7,4,396,121
954,8,2,8,6,7,119
955,8,1,6,9,119,24
956,2,3,6,8,211,53
957,4,7,5,4,173,14
958,6,7,9,6,50,69
959,1,3,8,6,452,234
960,4,8,4,9,352,308
961,6,2,4,6,494,335
962,7,3,9,3,494,28
963,1,2,5,7,409,15
964,8,5,4,8,50,41
965,5,4,9,4,362,10
966,6,4,8,7,161,326
967,2,7,6,8,158,390
968,2,1,7,9,144,173
969,8,6,3,5,35,390
970,4,2,9,6,146,313
971,4,5,4,8,307,439
972,7,1,6,4,41,170
973,6,5,4,6,45,387
974,2,8,8,4,226,73
975,8,3,8,9,422,431
976,3,6,3,4,479,469
977,8,7,8,4,242,420
978,1,5,3,7,222,466
979,3,8,9,4,375,69
980,8,6,7,8,231,387
981,8,7,6,3,174,300
982,4,5,6,8,316,108
983,5,1,7,3,20,336
984,7,3,9,8,211,129
985,8,7,8,4,194,446
986,7,5,4,9,185,18
987,6,1,8,6,314,91
988,5,7,9,8,10,50
989,3,1,9,7,128,118
990,5,6,8,3,117,368
991,5,3,4,6,374,240
992,8,7,6,8,256,332
993,8,3,6,9,71,432
994,3,6,8,7,330,147
995,3,4,9,4,227,271
996,3,7,5,3,378,98
