,num1,num2,sz1,sz2,img1,img2
126,2,6,4,3,45,170
127,4,2,5,8,1,368
128,6,5,4,7,110,343
129,7,1,5,4,386,261
130,4,7,6,8,217,83
131,3,6,6,3,391,370
132,2,4,3,5,408,486
133,1,5,3,4,207,137
134,7,4,5,8,387,477
135,4,1,6,5,97,152
136,5,2,6,9,318,59
137,2,5,7,9,453,242
138,2,7,5,7,423,463
139,4,2,8,4,411,0
140,6,7,5,7,65,89
141,4,8,6,3,200,14
142,4,6,5,7,472,417
143,3,2,7,6,381,21
144,8,1,6,5,130,157
145,2,1,4,9,119,363
146,5,6,9,7,107,352
147,8,2,3,4,432,47
148,6,3,4,9,401,265
149,3,5,7,8,78,496
150,4,1,5,4,461,82
151,5,1,7,8,413,405
152,4,1,5,8,148,456
153,8,4,8,9,108,466
154,7,3,9,8,47,441
155,2,4,3,7,269,159
156,8,5,9,7,470,207
157,5,3,3,8,448,47
158,5,4,4,7,461,308
159,5,1,4,8,205,307
160,2,1,5,3,411,21
161,1,8,3,8,6,497
162,5,7,5,9,102,425
163,4,7,7,9,118,145
164,5,6,3,5,196,475
165,2,3,3,7,232,171
166,7,5,9,5,109,354
167,8,3,7,5,489,427
168,5,6,7,4,279,226
169,6,4,4,6,78,448
170,3,4,3,6,381,264
171,5,7,3,5,405,35
172,3,8,7,5,414,295
173,8,4,9,3,333,184
174,6,5,7,5,406,378
175,2,3,3,6,373,372
176,7,2,3,4,390,302
177,6,2,3,8,18,282
178,7,6,3,7,209,28
179,8,2,9,8,230,106
180,8,7,5,7,91,186
181,1,4,6,8,85,387
182,2,4,8,9,121,266
183,5,2,9,7,219,487
184,2,7,6,7,62,414
185,3,7,7,5,25,95
186,1,3,3,8,76,420
187,2,3,9,7,443,372
188,7,5,5,9,237,138
189,6,7,4,9,41,349
190,7,3,5,6,221,67
191,7,2,4,9,63,456
192,8,4,5,3,263,296
193,7,8,5,3,239,251
194,2,6,5,9,459,388
195,5,3,6,8,384,426
196,2,4,5,4,24,204
197,2,4,6,8,202,45
198,1,5,6,8,250,357
199,8,1,4,6,193,479
200,2,4,4,6,24,285
201,5,3,3,9,496,484
202,8,6,7,5,279,61
203,7,8,8,3,317,287
204,8,1,9,3,1,175
205,7,2,7,6,40,63
206,4,7,4,8,324,2
207,8,7,3,4,184,273
208,5,1,4,5,308,380
209,5,7,9,5,400,138
210,4,8,8,7,462,291
211,7,3,8,7,292,438
212,6,1,5,4,491,289
213,7,3,4,5,309,305
214,1,6,5,9,424,296
215,7,3,5,3,302,181
216,3,5,6,3,206,378
217,5,6,4,8,212,349
218,7,1,4,6,17,316
219,6,2,9,5,145,177
220,7,1,8,6,330,427
221,4,2,5,9,318,82
222,4,8,3,5,489,386
223,8,5,4,9,192,110
224,5,4,4,5,438,368
225,8,6,6,9,129,286
226,5,7,6,5,37,61
227,2,6,7,3,425,175
228,1,7,5,4,68,342
229,2,5,6,4,247,471
230,2,7,3,7,392,145
231,4,3,6,4,134,76
232,3,8,3,9,287,322
233,4,8,8,5,73,410
234,3,4,3,8,350,362
235,5,8,8,5,332,446
236,8,5,4,7,23,377
237,6,2,4,6,467,194
238,4,5,6,3,168,322
239,1,2,4,5,377,374
240,3,7,7,4,183,268
241,3,7,8,7,48,293
242,2,3,9,7,254,64
243,1,8,9,4,101,263
244,6,7,9,7,199,157
245,8,2,7,4,106,342
246,5,8,9,3,197,427
247,7,6,3,8,247,283
248,7,8,8,5,247,191
249,8,5,3,9,73,375
250,5,4,6,3,36,413
251,7,8,5,6,388,276
252,6,4,5,9,118,371
253,3,2,6,7,456,85
254,6,7,6,8,101,364
255,5,2,3,7,276,118
256,3,4,5,7,497,44
257,8,3,6,3,372,298
258,4,3,5,3,16,351
259,1,4,6,7,318,90
260,7,2,9,7,55,235
261,8,5,3,9,160,327
262,2,4,4,9,152,395
263,1,2,8,4,202,176
264,6,8,4,3,283,289
265,8,7,3,9,198,164
266,3,2,9,8,352,215
267,7,5,5,7,306,142
268,5,7,5,9,77,436
269,4,7,7,9,492,16
270,4,2,5,4,109,364
271,7,1,4,5,128,344
272,3,1,7,5,428,68
273,5,8,3,8,390,20
274,7,4,3,8,158,316
275,3,6,7,6,431,62
276,5,1,4,7,428,51
277,2,3,9,7,366,58
278,7,2,4,3,278,70
279,6,1,9,7,89,278
280,4,3,4,6,152,154
281,3,8,5,3,459,449
282,8,7,8,9,68,150
283,6,8,5,8,328,254
284,3,4,3,7,36,116
285,7,1,9,3,316,66
286,4,8,6,8,489,16
287,1,7,3,6,109,478
288,8,6,6,5,70,488
289,8,4,8,9,49,418
290,6,7,9,7,14,153
291,6,2,4,5,365,300
292,8,3,6,5,348,252
293,8,4,5,8,278,322
294,6,4,3,7,217,340
295,6,8,6,3,130,497
296,4,8,6,4,270,25
297,1,6,6,5,447,51
298,1,6,5,6,487,247
299,7,8,9,5,166,128
300,1,6,8,6,153,143
301,1,4,7,4,352,352
302,6,5,6,8,417,367
303,4,6,8,6,56,378
304,7,6,4,6,177,106
305,7,4,4,5,452,165
306,3,5,5,6,267,114
307,5,4,8,4,242,408
308,6,4,3,7,183,258
309,7,6,5,3,397,97
310,2,5,7,5,13,317
311,5,8,4,6,172,122
312,4,7,6,3,54,165
313,5,1,7,6,303,141
314,8,6,4,3,431,244
315,8,5,5,6,377,62
316,4,7,3,6,455,475
317,4,1,8,5,121,270
318,1,2,8,4,151,60
319,4,8,3,8,398,177
320,3,5,3,8,386,448
321,4,2,6,3,309,46
322,5,3,6,9,151,277
323,3,2,6,9,42,58
324,8,7,5,9,206,348
325,6,1,8,6,388,334
326,4,2,4,7,409,488
327,1,7,8,3,496,37
328,4,7,8,4,110,365
329,4,8,7,9,26,218
330,3,7,7,8,96,116
331,3,4,4,3,258,181
332,6,7,9,4,494,101
333,4,8,7,6,266,179
334,6,1,9,3,457,448
335,7,8,5,4,245,448
336,6,2,3,5,30,488
337,4,6,3,7,476,12
338,1,6,6,9,309,499
339,8,3,9,7,63,59
340,3,6,8,3,411,82
341,8,1,9,8,90,456
342,2,7,6,9,219,53
343,3,7,3,4,141,370
344,1,4,6,7,264,399
345,7,5,6,8,498,484
346,3,4,5,9,266,300
347,8,7,3,5,278,138
348,3,6,6,4,110,75
349,3,2,3,5,329,101
350,8,5,5,6,330,352
351,1,2,6,3,102,445
352,7,3,9,5,345,244
353,4,3,8,5,427,56
354,8,6,4,6,37,57
355,2,5,5,4,63,242
356,2,5,9,6,453,265
357,8,4,4,5,52,252
358,7,2,3,7,377,497
359,4,3,9,6,11,415
360,4,5,9,4,374,493
361,1,8,5,3,78,124
362,5,6,8,7,176,115
363,7,1,3,5,121,204
364,6,7,6,3,26,302
365,4,1,7,8,77,141
366,1,8,9,8,103,162
367,8,2,3,4,248,32
368,6,3,5,8,229,434
369,7,3,4,6,99,492
370,8,4,4,5,287,84
371,1,4,6,9,135,209
372,2,5,4,7,324,38
373,6,5,4,5,354,264
374,3,4,6,4,468,411
375,1,5,7,5,453,38
376,7,5,6,9,221,44
377,1,4,8,6,102,163
378,5,7,6,8,496,108
379,1,2,5,4,61,292
380,3,4,5,4,367,494
381,1,5,9,5,281,232
382,5,4,4,7,453,306
383,3,1,7,8,242,371
384,1,5,8,6,158,447
385,2,7,9,4,283,170
386,7,5,8,5,39,167
387,1,5,3,9,157,433
388,8,6,7,9,230,349
389,2,8,4,8,187,108
390,3,6,6,8,29,60
391,6,8,8,4,39,472
392,2,8,5,7,482,421
393,6,4,5,9,297,319
394,1,7,8,9,33,448
395,7,2,4,7,14,441
396,8,2,6,7,183,269
397,3,7,6,9,136,195
398,8,4,5,7,364,470
399,1,8,4,5,47,465
400,1,2,5,8,439,304
401,6,2,8,4,14,5
402,2,5,4,8,392,365
403,2,1,7,6,8,94
404,1,6,4,7,430,375
405,3,8,5,3,193,418
406,2,8,9,4,194,475
407,5,7,5,3,285,259
408,8,6,7,5,461,250
409,3,2,9,8,143,166
410,5,7,8,5,421,256
411,5,6,3,7,452,204
412,3,8,7,3,67,38
413,6,8,3,8,197,227
414,5,3,8,9,134,400
415,2,4,4,7,416,474
416,6,5,5,9,301,12
417,8,2,5,7,19,64
418,5,6,4,3,443,218
419,8,5,6,7,189,208
420,7,8,7,6,399,185
421,1,7,5,3,135,294
422,8,1,3,6,198,290
423,6,3,5,3,16,18
424,4,1,6,3,41,266
425,5,3,7,5,485,77
426,2,6,5,6,292,90
427,7,3,5,8,430,44
428,7,1,5,8,427,205
429,4,1,9,6,125,247
430,2,4,4,5,413,158
431,5,2,3,4,93,462
432,8,5,8,7,177,389
433,4,7,3,6,278,20
434,8,3,6,7,480,342
435,5,6,7,6,58,276
436,1,6,9,4,41,21
437,6,8,8,3,472,237
438,1,2,8,6,308,75
439,4,5,8,4,85,50
440,7,5,6,5,216,271
441,8,1,5,6,28,294
442,6,1,7,8,388,150
443,4,1,5,4,89,313
444,5,1,5,7,248,343
445,4,8,6,9,279,305
446,1,8,9,8,379,286
447,5,6,4,7,125,18
448,6,8,3,6,141,405
449,2,1,8,4,395,303
450,7,4,7,3,71,481
451,6,2,6,8,422,69
452,1,3,5,4,351,215
453,6,3,8,6,482,113
454,8,7,7,5,388,159
455,8,6,5,7,244,100
456,7,6,3,9,27,30
457,4,2,6,4,1,175
458,6,5,3,4,78,166
459,8,5,4,7,26,259
460,1,5,9,4,455,300
461,7,1,3,9,69,193
462,3,7,4,5,284,295
463,6,3,5,9,230,141
464,7,1,5,8,303,242
465,1,5,5,9,136,54
466,3,8,6,3,214,121
467,8,6,7,4,277,366
468,2,5,5,4,354,320
469,6,7,6,9,308,279
470,7,5,8,3,268,288
471,8,3,8,9,394,284
472,6,3,6,7,164,440
473,4,7,6,3,201,10
474,5,2,9,5,480,211
475,4,3,3,4,114,233
476,8,5,8,5,423,86
477,1,3,7,3,472,428
478,3,2,7,5,346,439
479,8,5,5,6,237,412
480,2,7,3,8,157,63
481,6,4,5,8,471,74
482,8,1,7,5,54,78
483,6,3,4,8,100,190
484,7,3,4,7,358,78
485,1,6,5,3,447,388
486,5,1,9,3,291,444
487,6,4,4,8,160,326
488,5,3,6,4,232,251
489,1,7,6,8,328,448
490,2,1,3,7,370,171
491,7,1,8,6,53,223
492,1,6,5,6,337,274
493,8,4,6,5,46,369
494,5,1,9,6,77,201
495,1,3,8,9,142,333
496,3,1,4,8,439,362
497,7,4,5,6,44,76
498,8,3,6,4,89,361
499,3,5,9,8,186,129
500,2,5,9,6,54,66
501,6,4,6,4,328,177
502,3,1,9,7,428,456
503,3,8,6,9,260,499
504,2,4,3,6,55,395
505,8,4,9,7,401,446
506,2,7,5,6,383,267
507,4,8,6,5,428,52
508,7,5,7,3,322,196
509,6,8,6,4,134,308
510,2,7,6,8,142,98
511,4,7,5,8,306,201
512,2,3,4,6,83,149
513,7,5,8,3,306,343
514,2,6,9,3,5,358
515,1,3,5,7,272,295
516,4,2,5,6,123,150
517,2,8,9,7,14,381
518,7,4,4,3,305,445
519,1,6,3,5,223,259
520,8,7,7,6,37,458
521,8,1,7,3,156,140
522,4,7,6,3,332,122
523,8,4,3,9,220,280
524,7,1,9,8,124,42
525,1,3,4,8,305,469
526,7,3,3,8,49,173
527,8,7,4,3,61,495
528,6,2,7,4,430,254
529,6,5,9,3,105,302
530,8,2,8,6,217,375
531,7,6,5,4,274,408
532,4,6,5,6,198,164
533,8,4,9,6,198,158
534,3,1,9,4,168,244
535,3,4,7,3,67,22
536,1,6,8,9,273,340
537,7,3,6,9,218,468
538,2,7,7,9,412,12
539,2,5,7,5,178,409
540,3,2,7,5,61,468
541,3,2,9,8,43,165
542,6,4,5,9,5,498
543,4,8,6,5,497,120
544,6,5,5,9,69,303
545,7,6,7,4,115,15
546,6,1,5,3,495,361
547,3,5,4,6,270,296
548,2,6,6,4,279,475
549,7,5,6,8,76,421
550,5,2,7,4,191,4
551,6,7,7,4,286,7
552,1,4,4,7,438,350
553,5,4,6,9,427,440
554,6,2,9,7,85,488
555,2,1,8,7,182,232
556,2,4,4,5,42,325
557,7,8,5,8,313,342
558,5,6,4,3,308,288
559,3,6,7,9,281,40
560,7,2,7,6,64,198
561,7,2,5,4,353,322
562,2,8,4,7,43,275
563,5,4,5,6,344,304
564,2,6,9,4,83,336
565,6,5,8,3,121,362
566,7,6,9,4,311,16
567,8,6,6,5,311,122
568,4,8,5,9,32,468
569,7,5,9,8,451,479
570,1,4,3,8,420,394
571,5,3,5,6,95,416
572,7,8,8,4,350,387
573,8,7,7,3,2,232
574,5,8,6,3,345,358
575,6,3,9,7,257,330
576,6,5,4,3,134,386
577,6,2,6,7,230,255
578,1,5,3,9,75,289
579,4,5,3,7,179,366
580,2,8,8,7,343,484
581,1,3,3,4,182,378
582,1,8,3,8,3,69
583,8,6,8,6,340,82
584,2,3,5,3,15,384
585,6,8,5,9,139,321
586,5,8,8,3,447,175
587,3,1,8,9,463,227
588,3,2,3,9,42,322
589,2,4,9,7,362,183
590,8,5,5,8,441,273
591,1,6,7,3,243,291
592,5,2,3,8,194,346
593,2,1,6,3,403,383
594,8,4,5,4,134,435
595,4,3,6,5,289,167
596,1,8,6,5,183,250
597,7,3,9,7,335,359
598,2,8,4,3,392,274
599,6,4,4,8,347,176
600,8,4,9,3,276,94
601,3,5,7,4,187,451
602,6,4,7,9,400,54
603,8,2,7,4,363,114
604,7,5,8,9,442,135
605,7,8,3,6,52,54
606,8,1,5,4,163,56
607,5,1,9,8,444,98
608,7,6,3,4,252,408
609,4,1,9,3,375,119
610,8,2,7,5,10,285
611,5,3,5,3,412,70
612,7,4,5,9,283,488
613,4,6,3,5,458,354
614,1,3,3,9,225,90
615,7,4,8,7,379,463
616,4,1,9,7,102,447
617,3,8,4,8,3,489
618,3,7,6,5,457,375
619,2,5,5,3,418,394
620,1,2,6,4,403,456
621,6,1,6,3,346,13
622,8,1,4,3,412,142
623,2,4,9,6,219,388
624,2,4,6,7,122,359
625,7,6,9,8,108,372
626,3,7,9,5,165,197
627,3,6,5,9,107,257
628,5,7,7,6,258,401
629,3,1,3,8,104,127
630,2,3,9,7,86,408
631,6,7,9,6,256,229
632,2,8,7,8,477,443
633,6,8,7,6,348,155
634,4,5,5,7,127,301
635,2,8,9,6,72,392
636,3,2,6,9,433,181
637,4,6,5,3,271,492
638,6,3,8,5,115,480
639,7,6,6,8,282,259
640,5,3,8,9,220,137
641,3,6,8,7,171,36
642,3,2,9,5,130,151
643,2,6,4,9,69,88
644,3,1,8,5,296,492
645,6,4,5,7,334,343
646,5,8,4,6,170,192
647,6,1,7,5,228,275
648,4,2,3,8,353,212
649,7,6,5,9,301,32
650,5,1,3,5,157,234
651,3,5,9,6,28,240
652,3,4,7,5,441,7
653,8,3,3,9,6,29
654,7,3,7,3,140,70
655,2,8,4,6,12,380
656,4,8,8,4,112,15
657,2,4,4,8,103,74
658,6,2,5,9,11,293
659,8,1,9,5,306,218
660,4,6,6,9,401,275
661,5,8,9,7,428,356
662,2,5,4,8,330,439
663,8,4,9,8,46,146
664,2,5,9,3,27,158
665,5,3,4,9,315,41
666,6,7,7,6,258,68
667,1,3,3,7,492,409
668,3,7,9,4,455,437
669,3,4,3,5,422,283
670,7,5,9,5,175,306
671,4,3,3,7,54,81
672,8,5,7,5,179,304
673,5,8,9,3,236,65
674,4,8,5,9,474,90
675,3,4,9,3,489,43
676,7,8,3,4,222,151
677,7,4,6,8,452,168
678,8,5,8,4,400,357
679,4,3,4,5,386,33
680,8,4,8,9,493,63
681,1,4,3,7,359,480
682,6,2,6,4,72,180
683,5,2,9,3,138,314
684,1,2,9,3,134,84
685,7,1,7,9,131,100
686,7,1,9,8,109,280
687,4,2,4,7,418,181
688,7,6,6,7,208,44
689,4,5,5,4,391,485
690,3,4,5,6,350,95
691,3,1,6,4,75,146
692,2,7,9,7,350,121
693,8,4,3,5,445,177
694,4,2,6,5,482,120
695,5,6,8,7,308,244
696,3,1,3,7,331,389
697,6,7,7,9,69,101
698,4,7,3,9,29,479
699,1,2,7,8,43,131
700,1,5,6,8,250,124
701,3,1,7,4,54,356
702,4,7,7,8,374,22
703,1,2,4,8,238,17
704,4,7,9,8,248,213
705,6,7,4,3,293,70
706,3,8,6,8,359,0
707,1,5,4,5,196,156
708,8,6,6,4,94,322
709,6,2,4,3,359,6
710,6,4,8,6,312,94
711,2,5,7,3,42,487
712,6,2,3,9,354,351
713,3,7,4,5,400,152
714,1,6,9,4,274,272
715,3,7,7,8,138,260
716,3,6,8,5,348,374
717,6,2,4,3,106,338
718,6,4,7,9,90,27
719,1,6,5,7,8,236
720,2,8,6,4,393,227
721,1,8,8,6,328,306
722,2,8,4,3,471,321
723,4,8,4,9,444,144
724,4,5,4,3,496,444
725,7,1,4,7,100,468
726,3,7,7,6,64,36
727,3,1,7,3,288,229
728,4,2,6,4,470,492
729,6,2,5,3,387,484
730,7,1,9,5,243,56
731,1,4,4,7,97,168
732,6,7,5,4,278,263
733,7,3,9,4,195,214
734,6,2,4,5,78,332
735,1,8,6,7,212,16
736,6,2,4,3,192,138
737,3,5,6,4,480,259
738,7,8,7,5,466,39
739,1,7,4,8,239,492
740,6,1,8,6,447,354
741,2,8,4,7,139,348
742,8,7,5,6,380,118
743,5,7,4,9,74,16
744,6,2,8,4,54,297
745,5,7,6,9,339,363
746,6,7,7,4,406,155
747,6,2,3,8,350,155
748,2,4,3,9,489,282
749,4,5,7,3,477,457
750,5,2,6,4,9,304
751,1,5,8,9,471,448
752,3,8,9,8,266,83
753,6,7,8,9,359,69
754,8,4,9,6,175,19
755,4,5,7,9,101,412
756,7,1,3,6,7,322
757,4,2,6,5,32,366
758,7,1,9,7,353,350
759,1,4,9,6,101,342
760,7,8,6,9,14,165
761,4,2,3,9,16,462
762,1,2,4,9,141,498
763,7,5,7,8,158,418
764,3,7,5,6,250,51
765,5,8,6,7,324,356
766,7,6,5,4,248,185
767,1,7,7,9,222,213
768,3,5,8,6,335,195
769,3,7,5,7,60,412
770,2,6,8,7,395,216
771,1,6,8,6,460,310
772,3,4,7,6,387,83
773,6,3,8,3,136,306
774,7,1,8,9,233,283
775,3,8,9,7,56,248
776,7,6,4,7,210,223
777,4,8,8,4,355,337
778,5,1,6,9,70,123
779,6,7,4,3,478,216
780,3,7,4,7,448,163
781,1,5,5,9,168,203
782,8,5,4,6,55,450
783,3,6,5,7,407,20
784,2,4,8,7,356,405
785,8,4,6,4,328,314
786,3,5,3,5,22,181
787,7,2,9,6,70,163
788,5,4,5,6,441,123
789,1,7,7,8,421,407
790,2,8,5,8,450,477
791,7,6,4,5,273,350
792,4,1,8,5,219,289
793,6,8,5,7,68,490
794,3,4,4,8,411,412
795,5,1,9,8,413,436
796,4,8,9,7,436,493
797,6,4,5,6,62,61
798,4,5,4,9,468,387
799,6,5,8,5,48,260
800,4,2,4,3,66,346
801,7,4,3,6,344,173
802,2,1,7,4,207,353
803,4,8,4,8,398,424
804,6,8,4,5,478,155
805,1,4,9,8,268,341
806,5,8,4,7,499,128
807,5,3,6,7,67,484
808,4,6,8,9,418,82
809,6,2,3,7,55,61
810,5,3,7,5,498,403
811,7,4,7,4,72,376
812,6,5,9,7,304,373
813,5,3,4,6,455,336
814,7,5,8,9,39,204
815,2,5,8,5,330,147
816,3,4,5,7,400,270
817,3,7,3,8,171,164
818,8,6,3,6,317,444
819,4,2,8,3,481,3
820,3,5,3,7,352,121
821,6,3,8,7,381,293
822,5,2,7,8,152,117
823,5,4,8,6,458,388
824,4,8,9,8,23,498
825,3,6,3,4,254,74
826,7,2,3,6,123,366
827,3,1,8,3,105,313
828,4,6,8,5,243,320
829,4,3,6,5,287,94
830,7,2,3,7,438,133
831,1,5,4,5,143,76
832,3,6,9,7,183,190
833,7,8,7,3,281,476
834,4,5,8,4,453,356
835,6,7,7,6,98,123
836,2,1,3,4,60,211
837,6,4,3,4,216,79
838,4,1,4,5,110,56
839,1,7,4,8,222,264
840,8,4,8,7,489,281
841,4,6,7,4,105,397
842,2,7,8,6,325,78
843,1,3,6,4,408,329
844,2,3,6,7,292,35
845,4,6,6,5,95,134
846,4,3,5,3,29,434
847,8,7,3,7,215,287
848,2,8,7,5,98,145
849,7,4,6,7,248,83
850,6,3,6,9,238,119
851,1,5,8,3,204,289
852,7,1,8,6,147,300
853,6,8,4,3,259,411
854,4,7,3,6,383,262
855,3,8,5,6,60,124
856,3,4,5,4,363,14
857,1,6,9,8,229,452
858,6,3,7,9,215,353
859,6,7,6,4,275,320
860,8,6,4,5,177,130
861,8,4,8,4,171,206
862,1,5,4,3,271,361
863,1,3,4,8,270,36
864,1,4,4,7,484,88
865,8,1,6,4,366,486
866,5,8,5,9,198,466
867,2,1,6,4,427,23
868,2,4,3,6,300,458
869,6,3,5,3,323,262
870,3,1,3,8,276,120
871,6,2,6,3,461,360
872,4,8,9,6,250,401
873,3,7,4,5,95,339
874,8,7,6,7,208,497
875,3,4,6,4,65,163
876,7,2,9,8,14,450
877,4,8,8,3,52,460
878,5,7,8,4,381,150
879,4,8,9,8,275,172
880,6,2,4,5,431,397
881,5,1,9,6,444,415
882,5,6,4,3,401,223
883,1,5,6,8,278,155
884,6,7,9,5,22,474
885,5,4,4,6,293,289
886,6,4,7,8,336,228
887,4,8,4,5,29,39
888,3,1,6,3,89,46
889,8,1,7,6,267,419
890,2,8,8,7,336,131
891,4,7,8,7,119,341
892,1,6,6,4,286,413
893,1,4,5,7,449,23
894,3,5,3,8,57,386
895,6,7,7,3,391,156
896,3,5,9,4,237,475
897,1,2,3,7,462,16
898,6,8,3,9,291,231
899,4,2,6,3,447,158
900,8,7,5,6,283,156
901,7,4,9,4,5,316
902,3,6,7,8,190,417
903,1,5,7,5,361,88
904,7,5,6,9,433,108
905,4,1,6,3,466,474
906,1,5,3,7,185,493
907,2,7,9,6,400,164
908,8,1,9,4,235,446
909,4,8,6,8,224,303
910,6,3,5,8,118,378
911,3,6,5,9,109,184
912,8,3,7,6,286,418
913,3,6,7,4,128,429
914,7,1,6,8,34,430
915,6,8,8,3,65,75
916,8,4,9,6,32,326
917,1,7,3,7,71,438
918,1,5,4,8,26,437
919,8,4,3,7,182,178
920,7,6,7,4,255,4
921,7,3,9,4,221,67
922,5,4,9,8,232,445
923,2,7,4,8,436,22
924,4,5,4,5,262,48
925,4,7,7,4,170,403
926,3,6,6,8,82,495
927,8,4,7,3,231,385
928,4,1,6,7,493,36
929,5,3,8,5,178,313
930,7,6,7,4,496,37
931,5,1,7,9,496,145
932,6,5,7,6,308,154
933,2,4,8,5,433,292
934,6,5,6,3,127,368
935,5,4,6,5,390,95
936,3,2,4,5,298,19
937,1,5,3,4,214,162
938,3,7,9,5,216,93
939,3,5,4,7,157,401
940,1,4,6,5,122,47
941,2,6,8,6,410,283
942,3,1,6,4,58,290
943,1,4,8,3,422,391
944,3,4,7,9,58,218
945,3,8,7,6,278,197
946,7,3,5,8,37,142
947,2,6,7,3,79,107
948,1,7,5,4,431,9
949,5,7,4,5,175,426
950,2,5,9,7,454,484
951,6,5,4,8,214,242
952,4,3,6,5,487,412
953,1,3,3,8,392,410
954,1,5,3,6,245,165
955,5,7,3,4,143,300
956,8,3,3,8,166,133
957,6,7,8,4,484,45
958,1,8,3,8,56,294
959,3,7,6,9,28,122
960,4,6,3,9,226,276
961,6,2,8,4,443,62
962,4,3,5,8,453,436
963,1,3,5,9,404,245
964,4,5,8,7,341,232
965,6,1,5,3,492,209
966,5,8,4,7,422,418
967,4,1,4,3,325,271
968,5,1,4,8,214,279
969,8,6,7,5,1,93
970,7,3,4,8,362,35
971,5,6,5,7,54,475
972,7,2,6,9,257,407
973,1,2,5,3,306,51
974,6,7,9,6,124,341
975,3,2,6,5,83,428
976,5,7,5,4,354,412
977,4,3,9,8,274,372
978,2,4,5,3,395,405
979,6,5,6,8,255,238
980,2,1,3,8,149,440
981,7,3,4,6,359,449
982,1,2,4,7,432,475
983,3,8,6,5,180,145
984,2,8,7,8,189,38
985,7,2,5,7,75,13
986,2,7,5,3,487,224
987,4,2,6,3,462,372
988,3,2,4,7,245,303
989,7,4,8,3,333,119
990,5,1,9,3,406,37
991,7,2,6,7,411,340
992,8,4,5,6,403,497
993,8,4,8,3,48,438
994,8,2,4,3,462,228
995,1,7,3,8,341,426
996,6,7,9,3,191,309
