,num1,num2,sz1,sz2,img1,img2
202,5,1,6,5,337,409
203,3,2,6,4,68,316
204,2,5,3,6,24,221
205,1,5,4,9,92,92
206,2,4,9,6,146,467
207,4,5,6,9,357,267
208,5,3,8,5,363,55
209,4,1,6,7,430,240
210,6,4,7,9,483,315
211,5,7,8,6,347,89
212,1,2,8,6,312,392
213,6,3,4,7,174,212
214,2,4,6,5,215,323
215,7,3,5,4,14,66
216,1,5,4,7,495,370
217,5,8,6,3,234,256
218,2,8,8,6,56,228
219,7,5,5,4,133,319
220,4,2,3,9,374,331
221,2,6,9,3,105,461
222,1,7,9,6,135,17
223,2,6,6,7,24,230
224,8,2,4,6,444,461
225,4,6,7,9,332,348
226,8,2,3,4,249,203
227,7,2,6,8,403,410
228,5,1,7,6,403,187
229,5,1,4,6,141,191
230,1,4,8,6,72,117
231,4,3,6,3,123,391
232,5,6,8,5,279,31
233,8,1,4,6,379,382
234,7,6,9,7,280,13
235,4,5,8,5,28,184
236,6,2,4,6,184,345
237,6,2,8,4,193,198
238,5,6,7,8,90,52
239,3,7,5,4,58,67
240,8,1,9,4,461,273
241,4,7,4,5,183,259
242,5,4,9,4,249,175
243,5,7,5,9,72,113
244,1,8,4,3,21,332
245,8,3,8,9,111,253
246,3,2,9,3,308,234
247,7,1,5,6,387,436
248,3,6,6,4,94,65
249,2,7,7,3,259,470
250,6,4,7,4,419,4
251,3,6,5,7,179,157
252,7,2,7,9,273,357
253,4,2,5,7,424,313
254,7,2,8,5,383,42
255,1,6,5,8,183,26
256,7,2,5,4,467,259
257,1,7,8,3,292,119
258,5,4,4,5,293,402
259,4,6,8,7,220,361
260,7,1,7,3,274,378
261,3,6,9,7,419,334
262,5,6,4,9,371,106
263,4,2,5,3,83,94
264,4,1,3,9,410,157
265,1,5,7,6,176,36
266,7,5,3,8,164,391
267,3,7,4,9,58,211
268,4,3,5,8,57,172
269,5,6,9,3,375,61
270,4,5,4,9,431,329
271,8,7,7,3,374,262
272,7,1,4,7,320,431
273,4,5,3,9,84,429
274,6,8,7,3,222,278
275,2,8,6,3,262,8
276,5,8,3,6,122,109
277,5,1,9,5,474,167
278,8,4,8,4,52,48
279,1,5,8,5,438,15
280,5,7,5,9,475,15
281,1,2,7,5,79,304
282,8,7,8,9,109,460
283,7,8,6,7,351,200
284,8,4,6,9,55,337
285,1,6,6,5,138,40
286,8,1,7,5,338,276
287,3,4,8,4,396,473
288,1,2,4,6,348,312
289,8,4,5,3,374,171
290,5,7,5,6,210,332
291,5,6,8,3,278,56
292,4,5,5,7,352,354
293,4,5,6,8,331,455
294,2,6,8,7,113,237
295,8,1,8,4,215,182
296,5,1,5,9,273,46
297,2,6,6,4,68,189
298,8,4,6,3,55,320
299,4,1,7,8,190,482
300,6,1,4,3,420,310
301,8,3,3,7,333,66
302,3,1,9,6,446,196
303,3,1,5,4,342,271
304,1,3,4,5,269,133
305,5,8,6,5,43,15
306,6,7,7,8,47,3
307,6,5,5,6,169,50
308,6,8,3,8,234,99
309,7,6,4,6,270,102
310,5,1,9,8,296,497
311,6,1,6,4,96,210
312,7,5,3,9,429,266
313,3,2,7,5,387,130
314,4,5,8,6,99,189
315,3,4,3,6,368,190
316,8,7,5,4,267,4
317,4,1,8,4,451,11
318,6,5,3,4,373,494
319,8,3,3,7,166,314
320,8,1,3,5,37,182
321,7,3,3,6,414,393
322,6,4,4,9,329,315
323,8,4,6,3,58,170
324,7,2,8,6,161,462
325,4,7,3,9,326,95
326,8,4,4,3,166,25
327,4,1,7,4,395,224
328,8,4,3,4,264,242
329,1,6,6,4,34,228
330,3,1,5,8,134,320
331,1,5,8,6,478,339
332,6,5,3,8,97,29
333,1,5,5,4,419,194
334,6,7,7,5,175,375
335,4,5,6,4,442,247
336,6,1,7,4,90,486
337,3,6,9,5,444,263
338,4,7,5,8,246,371
339,3,7,7,8,198,40
340,5,8,7,8,125,320
341,2,4,6,8,25,316
342,6,8,8,6,360,45
343,6,7,7,4,227,357
344,2,3,9,6,486,129
345,3,8,4,9,298,143
346,1,3,7,8,462,63
347,4,2,8,5,159,138
348,2,8,4,8,356,190
349,1,5,5,6,219,266
350,7,2,5,3,480,197
351,8,2,3,6,333,379
352,5,1,6,8,156,141
353,4,6,9,5,378,13
354,8,4,4,9,79,3
355,8,3,8,4,137,264
356,5,1,9,8,324,377
357,5,2,4,6,455,338
358,8,5,4,3,142,103
359,3,4,3,4,395,418
360,1,4,6,3,93,150
361,6,2,3,5,368,219
362,5,8,4,7,251,398
363,1,3,5,8,267,326
364,7,3,3,7,246,219
365,7,2,3,5,142,355
366,2,1,8,9,54,263
367,5,3,7,3,93,150
368,4,3,5,4,299,162
369,6,4,9,7,402,163
370,4,2,3,4,222,160
371,6,2,3,4,341,398
372,5,2,6,4,302,97
373,6,1,4,5,388,400
374,6,7,8,3,184,287
375,3,4,6,7,458,380
376,7,8,8,3,117,491
377,1,7,3,8,377,254
378,8,5,9,6,365,95
379,3,5,7,3,276,247
380,1,7,6,5,429,237
381,6,3,4,3,397,43
382,8,7,9,6,312,481
383,6,1,7,9,250,141
384,2,6,8,6,307,468
385,2,8,4,5,9,149
386,7,5,4,7,339,334
387,8,7,7,8,321,51
388,4,5,7,9,392,85
389,3,2,6,7,304,444
390,7,6,3,6,77,278
391,5,6,3,9,205,287
392,8,7,3,4,317,406
393,3,2,5,7,308,221
394,6,7,3,4,20,330
395,8,1,7,6,399,445
396,4,3,6,5,152,447
397,5,2,8,4,230,254
398,1,6,4,3,226,181
399,8,4,4,7,312,154
400,2,8,8,3,304,9
401,8,4,4,7,188,79
402,5,2,8,5,231,267
403,7,3,3,4,357,331
404,6,5,9,3,84,66
405,8,2,3,4,329,434
406,6,1,4,9,206,301
407,5,3,9,4,215,163
408,2,1,6,5,200,497
409,6,3,8,7,125,395
410,1,3,6,4,397,481
411,4,6,4,7,250,63
412,4,7,8,9,474,83
413,7,3,7,5,323,451
414,2,8,9,5,72,432
415,5,1,8,4,437,328
416,7,5,5,7,470,253
417,6,1,6,3,273,308
418,3,1,8,3,230,226
419,5,6,9,3,78,9
420,2,5,5,6,385,358
421,6,5,9,6,384,94
422,1,7,6,3,78,223
423,6,4,5,8,404,43
424,4,8,6,9,231,101
425,1,3,9,5,160,345
426,2,5,5,9,461,222
427,1,3,7,6,261,248
428,4,8,3,8,405,34
429,7,6,3,7,209,211
430,6,7,4,3,27,428
431,6,3,5,3,193,246
432,1,5,5,4,111,382
433,8,2,5,9,456,446
434,8,3,3,9,334,381
435,3,5,8,7,195,379
436,2,3,4,5,45,326
437,7,3,7,3,347,65
438,7,3,4,9,235,392
439,6,4,5,6,472,288
440,6,7,5,8,336,162
441,4,6,6,7,329,163
442,4,3,7,5,350,93
443,6,7,8,7,352,465
444,8,3,8,3,153,427
445,4,3,7,4,26,114
446,1,6,7,5,437,324
447,8,6,5,9,443,31
448,7,5,4,5,222,377
449,5,3,6,5,225,404
450,8,3,8,4,39,304
451,1,3,3,9,364,105
452,3,1,6,8,457,225
453,1,3,5,6,415,142
454,8,2,9,8,180,458
455,3,1,3,5,255,155
456,5,1,9,4,79,290
457,3,8,5,6,434,465
458,6,5,4,3,125,59
459,8,3,9,8,139,457
460,5,8,9,4,56,498
461,1,4,8,3,67,269
462,8,6,6,3,172,381
463,7,1,6,8,482,65
464,7,5,8,9,381,492
465,6,2,8,9,130,175
466,6,3,3,5,186,84
467,6,3,5,8,440,68
468,4,2,3,5,293,313
469,3,6,8,4,480,328
470,8,2,9,7,11,390
471,2,8,5,7,322,429
472,2,5,8,4,77,316
473,8,6,5,7,113,291
474,2,8,3,6,296,414
475,5,4,8,7,438,342
476,6,2,7,6,25,245
477,3,6,6,3,18,53
478,8,5,4,3,121,134
479,2,1,5,3,463,476
480,4,3,9,5,1,400
481,8,2,6,8,299,334
482,3,8,5,4,226,239
483,8,3,6,7,297,100
484,2,3,8,6,445,194
485,4,2,8,4,97,128
486,4,8,9,8,412,143
487,4,3,3,7,119,412
488,1,3,8,4,461,482
489,8,7,6,5,47,307
490,7,4,5,8,338,435
491,3,6,3,8,320,282
492,8,5,5,3,475,281
493,7,8,7,4,418,188
494,4,6,5,7,490,369
495,8,4,7,9,66,128
496,5,3,9,3,260,253
497,8,5,7,3,418,269
498,4,3,9,5,113,268
499,3,7,4,6,137,198
500,1,2,6,4,172,416
501,2,1,7,4,459,389
502,4,7,8,6,196,455
503,7,6,5,9,489,191
504,4,3,9,7,391,357
505,6,5,7,4,43,411
506,5,2,8,4,4,391
507,5,2,4,6,0,267
508,7,4,9,5,278,274
509,8,6,3,5,7,290
510,1,7,9,3,169,251
511,2,8,8,9,379,21
512,6,1,5,3,111,273
513,6,2,8,7,275,162
514,8,1,7,4,498,444
515,3,1,8,9,164,22
516,7,8,6,3,18,426
517,8,2,5,6,240,11
518,5,4,4,8,102,149
519,8,3,7,3,384,311
520,5,7,9,3,148,241
521,8,4,6,7,89,12
522,1,2,9,7,41,279
523,8,3,6,7,381,458
524,3,6,4,5,23,98
525,1,5,8,3,398,316
526,5,1,5,4,301,24
527,2,4,4,9,440,171
528,7,1,8,5,253,470
529,2,5,8,5,173,46
530,5,1,8,3,257,30
531,1,5,7,5,108,236
532,3,6,4,7,473,448
533,4,5,4,6,437,7
534,4,2,3,5,456,4
535,7,6,7,5,479,409
536,4,5,7,4,360,242
537,5,6,4,7,83,361
538,2,3,7,3,140,311
539,6,2,8,5,92,159
540,8,1,6,4,484,473
541,1,8,5,6,98,18
542,3,7,4,3,399,393
543,3,1,5,3,420,184
544,4,3,7,5,451,292
545,5,6,9,4,474,111
546,8,1,9,7,317,460
547,8,6,8,7,492,156
548,6,8,5,9,328,449
549,3,5,5,6,12,7
550,1,2,9,8,53,218
551,8,5,4,9,347,174
552,5,8,6,5,216,476
553,7,4,9,4,291,159
554,2,6,8,9,315,160
555,7,2,3,9,356,19
556,7,6,5,3,236,12
557,6,8,4,6,242,423
558,6,1,5,7,257,448
559,1,2,9,6,163,313
560,7,6,7,6,192,269
561,1,6,4,9,78,292
562,3,5,8,7,313,279
563,7,8,3,6,53,226
564,2,5,9,7,249,331
565,8,4,9,5,307,256
566,5,3,8,5,216,414
567,1,7,6,5,405,82
568,1,3,8,7,156,311
569,4,3,3,6,56,464
570,1,2,4,8,292,272
571,1,2,7,4,385,1
572,5,8,4,5,464,110
573,1,2,8,7,299,193
574,8,3,5,7,8,10
575,8,4,9,7,375,29
576,6,1,4,6,290,176
577,3,6,9,8,30,120
578,4,5,7,3,466,115
579,3,7,9,5,480,464
580,2,3,3,4,140,73
581,8,7,9,8,424,304
582,5,7,3,7,74,88
583,2,5,4,9,29,103
584,1,8,8,6,231,452
585,2,5,8,4,218,262
586,6,8,4,5,96,414
587,7,8,4,5,239,28
588,2,5,3,5,448,26
589,5,6,9,4,309,269
590,2,1,9,3,292,231
591,1,2,6,7,370,33
592,2,3,8,5,113,373
593,7,6,7,5,472,83
594,3,8,6,8,140,209
595,5,3,3,5,12,292
596,1,2,6,3,78,133
597,7,4,6,5,97,279
598,1,7,9,4,215,364
599,5,8,6,9,243,280
600,7,1,9,5,416,244
601,5,8,6,8,499,193
602,2,1,8,7,393,394
603,7,2,4,8,178,232
604,4,7,6,7,273,108
605,1,8,7,4,261,454
606,2,8,8,5,311,467
607,4,3,7,5,369,203
608,5,6,7,5,196,16
609,3,5,4,9,412,52
610,5,8,6,9,237,247
611,2,6,6,5,313,272
612,2,1,5,7,471,308
613,1,5,9,7,394,159
614,3,2,7,4,449,300
615,1,6,4,6,498,306
616,8,7,3,4,101,459
617,4,5,9,7,415,203
618,6,3,6,3,443,1
619,7,3,7,3,375,115
620,5,2,8,3,247,428
621,8,3,6,5,250,263
622,4,2,7,4,136,385
623,5,3,5,8,441,2
624,3,7,8,9,148,193
625,6,8,8,4,270,126
626,2,7,9,8,404,342
627,8,1,9,5,152,303
628,3,7,8,9,82,64
629,8,3,6,9,241,212
630,7,5,9,3,496,26
631,1,3,7,9,93,137
632,1,6,3,6,388,397
633,5,3,3,8,16,26
634,3,8,5,9,302,219
635,6,8,6,7,487,391
636,5,8,8,5,359,35
637,4,1,4,7,297,41
638,4,8,9,3,5,50
639,4,5,6,5,387,246
640,6,8,6,9,159,350
641,1,4,7,6,304,207
642,4,5,6,7,416,133
643,6,3,4,8,89,404
644,3,2,6,9,410,49
645,8,3,5,7,366,104
646,1,8,3,9,195,307
647,8,7,9,5,250,342
648,6,7,9,7,396,417
649,8,1,3,8,291,81
650,5,7,5,7,348,426
651,7,4,6,7,477,314
652,1,6,9,3,79,71
653,2,5,9,5,248,22
654,1,5,7,4,264,242
655,1,2,5,3,395,76
656,4,2,7,5,178,80
657,6,7,4,9,405,300
658,4,6,4,5,367,256
659,8,2,9,4,11,158
660,6,5,4,9,320,185
661,7,1,4,5,166,341
662,3,6,4,9,298,385
663,8,2,4,3,74,370
664,5,8,9,7,51,297
665,6,5,7,9,497,19
666,1,6,5,3,31,301
667,2,4,9,7,223,254
668,1,4,7,9,149,171
669,6,7,7,9,401,167
670,1,2,4,8,9,25
671,8,6,6,4,307,142
672,5,8,5,4,276,90
673,1,2,6,4,247,19
674,1,5,5,6,127,98
675,7,5,7,5,407,436
676,4,1,9,6,121,472
677,6,5,6,9,254,160
678,6,5,3,8,498,449
679,5,1,5,8,130,256
680,5,8,3,5,361,10
681,8,3,8,9,85,228
682,8,6,8,6,69,374
683,1,7,8,7,379,275
684,1,5,9,3,331,465
685,1,4,4,5,318,101
686,6,7,4,5,356,140
687,4,8,5,8,226,165
688,1,3,4,7,151,266
689,6,1,3,7,360,472
690,8,2,3,9,241,402
691,5,2,9,8,351,201
692,3,8,6,5,0,399
693,5,4,8,4,229,12
694,3,1,6,5,15,483
695,1,3,4,9,89,231
696,8,7,3,8,84,199
697,7,8,4,6,308,28
698,1,2,5,9,80,166
699,5,6,9,7,247,359
700,6,4,8,9,411,191
701,2,5,9,4,211,446
702,8,3,5,9,391,309
703,8,1,4,6,279,484
704,6,7,9,4,389,135
705,6,3,7,8,373,4
706,4,7,8,7,91,158
707,4,1,6,4,116,297
708,8,3,7,5,329,246
709,3,6,7,6,193,460
710,4,7,7,3,280,211
711,6,8,7,9,232,343
712,8,7,7,3,397,281
713,8,4,5,7,219,461
714,3,2,7,9,491,259
715,6,3,9,7,274,14
716,7,8,4,3,361,109
717,5,6,9,3,267,367
718,1,6,5,8,44,80
719,5,6,5,4,467,181
720,2,1,3,7,186,123
721,2,3,4,7,76,71
722,3,7,7,9,151,151
723,3,2,4,9,245,485
724,7,8,9,8,108,498
725,4,3,4,6,138,345
726,2,8,5,9,268,123
727,3,8,9,3,305,335
728,8,2,9,7,287,79
729,4,8,8,7,393,150
730,5,7,7,9,240,246
731,2,1,7,5,153,107
732,8,2,5,6,277,322
733,5,7,6,3,438,231
734,8,2,7,6,146,442
735,7,4,9,7,162,415
736,6,5,4,9,126,121
737,6,2,9,5,214,232
738,3,4,4,5,360,312
739,1,5,3,6,72,157
740,5,2,6,3,186,276
741,5,6,5,3,270,34
742,5,1,9,7,458,179
743,6,7,9,8,314,413
744,7,2,5,3,363,330
745,8,5,7,5,388,357
746,6,5,8,3,241,438
747,2,5,6,5,413,364
748,8,5,5,7,221,237
749,1,4,8,7,414,337
750,4,8,7,6,470,5
751,1,8,7,4,484,122
752,4,5,8,5,396,387
753,1,6,7,3,115,284
754,6,3,6,4,391,453
755,7,4,6,4,39,212
756,5,3,5,3,479,169
757,3,4,7,5,86,458
758,5,6,8,3,74,135
759,6,7,6,9,284,48
760,7,3,5,7,436,162
761,1,5,9,3,476,216
762,6,7,8,6,418,7
763,8,3,4,5,72,281
764,3,4,7,3,29,131
765,8,4,6,9,329,270
766,1,7,7,4,438,322
767,7,8,9,8,24,462
768,1,7,3,6,9,148
769,4,7,5,8,140,272
770,5,6,5,9,46,138
771,2,8,4,5,429,327
772,6,2,3,5,48,457
773,7,5,6,4,108,137
774,6,2,7,4,144,361
775,4,5,7,3,310,419
776,5,8,4,7,363,169
777,5,3,9,7,450,379
778,4,7,7,4,230,246
779,8,7,8,4,305,45
780,1,7,5,7,287,168
781,8,6,7,4,438,494
782,6,7,5,9,63,400
783,6,8,6,7,467,34
784,2,8,3,4,37,135
785,7,1,8,9,68,98
786,3,4,4,9,289,11
787,8,2,3,7,137,483
788,7,3,4,7,351,22
789,7,1,5,8,61,84
790,5,3,7,3,23,362
791,4,6,4,7,76,121
792,2,1,3,8,205,108
793,3,4,7,8,430,140
794,3,7,8,6,225,217
795,8,7,9,6,125,187
796,8,5,5,6,496,412
797,8,7,7,9,103,245
798,5,4,6,4,164,67
799,6,8,5,6,66,72
800,5,1,6,3,113,110
801,4,8,8,9,146,152
802,6,2,8,7,427,273
803,8,2,5,8,11,346
804,6,5,6,4,429,95
805,3,5,4,3,404,368
806,6,2,7,8,146,200
807,2,4,3,7,185,413
808,7,6,4,5,204,384
809,1,4,5,3,208,210
810,5,1,6,5,259,279
811,1,8,5,7,453,396
812,7,6,6,5,61,36
813,5,4,4,3,270,102
814,3,7,3,8,273,176
815,4,5,8,5,170,21
816,7,8,3,7,18,109
817,8,5,9,3,216,239
818,4,5,6,3,345,149
819,4,8,6,9,491,50
820,3,1,8,5,473,348
821,6,3,4,6,117,265
822,3,6,9,7,248,317
823,6,2,3,5,84,476
824,1,8,3,6,93,416
825,4,5,8,7,56,258
826,8,5,8,5,13,298
827,7,1,3,7,442,139
828,6,2,8,4,395,438
829,6,3,7,8,181,371
830,3,6,7,6,363,170
831,3,8,4,7,61,112
832,1,7,3,4,483,178
833,7,6,9,7,270,313
834,6,4,7,9,461,430
835,8,7,3,5,186,436
836,6,8,4,9,116,490
837,4,2,8,6,254,31
838,4,8,4,3,374,315
839,7,2,5,6,24,119
840,6,1,7,9,8,39
841,8,6,6,9,132,254
842,1,5,6,4,270,226
843,2,6,5,3,11,206
844,3,1,4,8,67,106
845,7,5,7,5,411,296
846,6,3,8,9,99,471
847,3,7,8,7,233,372
848,6,3,4,3,128,13
849,8,4,7,5,222,17
850,6,1,3,4,445,293
851,5,3,5,7,191,92
852,3,1,4,3,289,111
853,1,7,7,9,272,230
854,2,3,7,9,35,139
855,8,5,3,5,329,317
856,2,1,3,8,256,133
857,4,5,9,7,161,20
858,2,6,6,8,177,180
859,5,3,7,3,322,409
860,5,8,4,5,50,373
861,8,1,4,6,407,104
862,4,1,5,9,137,263
863,1,7,9,6,311,12
864,5,7,8,7,41,405
865,6,4,3,7,153,252
866,8,4,9,6,13,493
867,4,1,4,7,169,433
868,4,8,4,8,280,270
869,1,5,7,4,62,361
870,3,2,7,8,477,227
871,8,4,8,3,3,243
872,7,8,8,5,490,54
873,8,4,5,9,103,158
874,5,3,7,8,103,421
875,1,6,5,4,249,57
876,3,2,9,5,247,188
877,6,8,9,5,181,244
878,8,3,7,8,390,293
879,5,6,9,3,227,339
880,2,5,4,9,115,432
881,2,7,9,3,475,0
882,5,2,7,9,214,166
883,4,6,5,6,306,495
884,7,3,5,4,93,158
885,5,3,6,5,242,100
886,4,8,3,8,42,463
887,3,8,3,5,213,418
888,7,3,6,9,216,85
889,4,2,4,3,282,141
890,5,1,8,3,17,79
891,3,1,7,8,238,277
892,5,6,8,3,191,355
893,8,3,8,7,369,358
894,2,1,9,7,359,0
895,8,1,7,3,199,378
896,5,6,7,8,79,257
897,7,3,6,9,343,102
898,1,8,5,7,212,255
899,4,8,7,5,367,52
900,4,7,5,8,60,201
901,7,6,6,4,21,461
902,3,1,3,4,12,246
903,6,5,5,3,392,152
904,8,7,5,3,365,41
905,4,2,3,8,210,210
906,3,5,6,3,335,483
907,3,2,3,7,259,148
908,8,3,8,7,327,335
909,5,3,8,7,75,233
910,6,2,7,5,167,34
911,6,2,9,6,252,113
912,3,4,6,8,103,140
913,5,4,7,8,492,433
914,4,7,9,3,437,494
915,5,8,6,7,29,343
916,8,2,5,4,234,288
917,8,7,5,9,372,122
918,5,4,6,9,100,393
919,7,5,7,4,123,141
920,7,6,4,5,122,249
921,4,2,3,6,125,409
922,2,6,4,5,115,19
923,4,1,9,5,90,480
924,5,8,3,6,443,6
925,1,2,6,7,161,155
926,6,7,8,4,364,158
927,3,1,8,7,318,483
928,4,3,3,5,245,491
929,5,4,7,4,120,6
930,5,3,5,8,299,168
931,3,8,9,5,310,416
932,3,6,5,7,388,302
933,3,8,4,7,362,302
934,6,4,6,7,415,111
935,7,8,6,5,320,486
936,1,7,3,5,122,20
937,3,2,3,9,138,97
938,1,5,8,9,273,163
939,6,3,8,9,482,477
940,4,2,8,7,300,98
941,1,4,9,3,34,70
942,2,4,9,6,434,371
943,4,2,3,6,481,310
944,5,1,5,8,311,253
945,2,1,7,4,281,191
946,3,8,6,8,399,149
947,5,2,8,6,179,176
948,4,2,6,3,214,335
949,1,2,5,9,182,149
950,5,3,3,9,121,156
951,2,7,4,5,273,9
952,6,1,8,9,88,236
953,4,8,8,6,352,493
954,8,6,4,7,337,229
955,4,2,5,4,14,28
956,6,2,6,9,373,275
957,1,2,9,3,230,377
958,1,2,3,8,247,128
959,7,1,3,6,54,238
960,4,3,4,9,329,427
961,5,3,8,9,307,122
962,1,5,4,6,19,160
963,6,1,9,6,223,491
964,8,4,8,3,311,487
965,4,6,9,8,19,116
966,6,5,4,8,471,309
967,3,7,4,6,326,425
968,4,8,8,5,369,181
969,3,7,4,9,147,488
970,1,8,4,5,60,298
971,5,8,7,8,58,30
972,1,6,9,6,200,433
973,7,1,9,6,422,197
974,8,1,8,7,182,20
975,1,8,7,8,231,237
976,5,2,7,8,58,46
977,6,7,8,3,252,237
978,6,3,4,3,485,402
979,5,6,5,6,255,189
980,3,1,9,3,464,31
981,2,1,5,9,435,392
982,6,5,7,8,1,314
983,1,2,6,8,8,89
984,1,5,6,8,63,470
985,5,1,8,6,327,144
986,7,5,5,4,397,48
987,4,5,9,8,200,369
988,8,4,4,6,439,332
989,2,7,9,8,256,327
990,7,1,9,7,448,128
991,3,5,8,3,333,384
992,7,2,6,7,149,155
993,4,7,4,6,179,93
994,4,2,9,5,170,451
995,4,3,8,6,15,38
996,5,8,8,4,481,35
