,num1,num2,sz1,sz2,img1,img2
316,7,8,9,7,51,442
317,5,7,4,9,15,176
318,2,4,4,6,58,133
319,8,6,8,6,73,333
320,4,6,4,8,250,114
321,3,6,5,7,205,120
322,5,6,3,4,240,399
323,6,3,6,8,209,452
324,7,8,4,8,418,147
325,2,5,9,7,149,48
326,5,1,9,8,95,277
327,8,7,6,4,168,236
328,2,7,5,9,376,135
329,4,7,3,7,390,356
330,2,7,3,4,99,124
331,3,1,8,5,477,347
332,3,8,5,9,252,320
333,5,8,4,8,291,219
334,3,1,7,8,293,292
335,5,7,4,3,258,322
336,5,8,4,5,361,109
337,4,8,9,6,294,241
338,5,7,5,7,52,358
339,3,6,7,3,45,257
340,1,4,6,7,211,345
341,6,3,7,5,320,56
342,8,5,9,7,139,372
343,5,4,8,4,271,215
344,5,3,9,3,120,230
345,2,4,9,3,67,108
346,8,3,9,5,165,249
347,6,2,9,4,156,6
348,3,5,6,4,353,14
349,8,6,4,5,400,139
350,6,3,5,6,79,209
351,6,1,4,3,299,30
352,6,1,8,9,350,264
353,4,2,6,3,13,449
354,7,5,8,3,179,403
355,1,6,5,6,341,398
356,7,1,6,4,246,139
357,4,3,3,6,296,484
358,5,7,5,4,456,172
359,5,2,3,5,134,270
360,7,6,7,6,67,86
361,5,3,8,4,469,463
362,8,2,3,5,461,422
363,8,4,6,5,138,210
364,7,4,3,7,427,128
365,7,2,8,9,385,496
366,6,2,3,7,44,424
367,1,5,3,4,172,63
368,6,7,6,3,429,242
369,7,1,8,4,306,443
370,4,3,4,6,423,282
371,6,1,5,6,494,172
372,5,8,8,6,197,155
373,4,6,6,7,8,335
374,5,3,7,9,25,330
375,8,3,4,7,125,372
376,5,2,8,3,184,32
377,5,4,9,6,355,160
378,5,6,8,9,22,160
379,7,3,4,3,482,138
380,7,1,3,8,387,406
381,3,8,4,3,212,364
382,1,5,7,5,109,298
383,8,5,7,6,101,371
384,4,5,8,4,255,497
385,6,1,5,6,273,109
386,5,6,7,4,237,467
387,1,6,7,3,474,430
388,8,3,3,9,1,471
389,6,2,6,5,389,184
390,4,6,5,9,254,206
391,2,4,8,6,239,158
392,2,5,7,8,10,253
393,7,2,3,9,22,290
394,5,2,8,3,427,445
395,4,7,7,5,182,185
396,3,6,6,5,247,439
397,5,8,4,5,223,220
398,2,4,9,8,366,82
399,4,3,5,7,340,440
400,2,7,4,3,321,145
401,6,7,7,8,287,220
402,4,5,3,8,354,266
403,3,8,8,9,88,293
404,6,2,8,5,47,264
405,5,7,8,4,363,52
406,1,5,6,9,383,492
407,8,5,4,8,29,399
408,7,1,7,5,81,454
409,1,2,8,6,123,490
410,3,4,9,6,403,138
411,5,6,6,5,451,203
412,4,2,5,3,440,332
413,6,4,4,9,39,437
414,8,5,4,8,400,106
415,7,2,3,7,33,470
416,6,2,6,8,479,466
417,5,2,9,4,455,65
418,5,6,7,5,404,145
419,8,4,5,9,466,338
420,6,1,6,7,341,215
421,4,3,5,4,145,280
422,6,2,6,4,477,440
423,8,7,9,8,283,110
424,8,2,5,3,345,384
425,2,8,5,6,35,307
426,1,4,7,5,110,326
427,3,6,9,5,150,340
428,8,5,5,7,129,20
429,4,1,3,8,20,283
430,5,4,6,4,362,289
431,2,5,6,9,355,68
432,7,6,3,6,185,216
433,7,5,6,5,380,193
434,5,1,8,3,175,122
435,5,1,9,5,216,65
436,1,7,7,6,289,45
437,3,5,4,9,31,477
438,1,7,6,9,149,346
439,7,8,4,5,25,83
440,5,6,8,5,420,466
441,6,5,6,7,139,454
442,1,5,5,7,60,24
443,2,8,3,6,182,236
444,4,2,8,7,249,460
445,6,8,9,5,85,152
446,3,1,4,6,473,419
447,6,2,4,7,313,124
448,2,3,9,8,160,168
449,7,8,8,7,53,230
450,2,3,8,9,39,3
451,2,5,3,8,349,91
452,7,1,9,7,287,179
453,2,1,3,4,367,139
454,7,5,7,9,100,183
455,1,2,4,9,101,319
456,6,4,5,9,371,479
457,6,1,7,9,152,111
458,8,1,3,5,106,32
459,3,7,9,4,430,361
460,7,6,5,6,190,93
461,7,3,6,7,360,406
462,3,4,6,4,299,28
463,1,3,6,7,251,334
464,6,2,3,7,232,321
465,6,4,7,3,82,353
466,3,5,3,9,200,161
467,8,6,4,3,48,303
468,6,8,4,3,27,488
469,1,5,4,7,234,23
470,4,5,8,9,364,211
471,7,6,6,7,300,458
472,2,3,9,8,459,241
473,5,4,7,4,439,406
474,1,7,9,6,348,495
475,6,1,9,7,285,492
476,2,1,4,5,278,436
477,5,1,8,7,300,333
478,7,5,6,5,49,278
479,7,8,4,3,159,376
480,7,8,7,8,465,249
481,8,4,6,9,300,322
482,4,5,6,7,86,164
483,2,3,4,6,274,52
484,8,5,8,9,410,355
485,8,3,3,4,75,490
486,8,4,9,5,494,249
487,5,7,7,3,335,395
488,2,4,8,7,419,468
489,5,7,7,8,418,250
490,1,7,9,4,422,167
491,6,2,3,8,424,291
492,2,3,3,6,160,223
493,2,5,4,5,341,384
494,6,5,5,7,369,214
495,8,3,7,5,255,88
496,4,6,5,6,97,136
497,6,3,9,7,262,344
498,6,3,9,5,473,96
499,5,4,4,6,139,193
500,1,3,5,6,2,427
501,6,3,3,4,123,394
502,8,7,5,6,37,381
503,1,6,4,5,141,15
504,5,4,6,4,20,190
505,5,6,8,7,86,379
506,4,5,9,4,288,192
507,3,4,4,6,79,382
508,5,6,5,4,497,201
509,6,4,6,8,344,377
510,5,6,9,4,335,374
511,8,5,7,8,291,314
512,8,4,6,5,297,281
513,8,4,3,6,215,299
514,3,7,8,5,191,128
515,4,6,8,6,294,398
516,7,6,4,9,212,411
517,7,1,4,8,209,18
518,2,6,3,4,95,353
519,6,4,3,6,398,177
520,5,3,4,6,177,180
521,5,7,4,8,50,361
522,6,4,3,6,330,133
523,2,8,6,5,177,298
524,1,6,3,6,266,305
525,2,5,9,8,145,282
526,2,1,9,6,468,128
527,6,4,5,4,22,493
528,2,4,7,8,215,319
529,4,8,6,8,434,378
530,6,3,4,5,55,46
531,5,2,8,5,333,165
532,2,8,3,5,239,221
533,3,8,7,8,382,280
534,3,2,5,6,304,387
535,7,6,4,5,85,225
536,6,4,5,9,213,129
537,1,5,8,7,309,304
538,7,1,4,3,320,442
539,2,3,5,8,362,212
540,7,5,4,5,318,464
541,7,4,6,7,415,201
542,4,2,9,3,275,254
543,6,7,9,5,393,174
544,3,4,7,5,75,266
545,2,6,6,8,5,135
546,8,4,6,3,40,311
547,8,5,4,5,77,292
548,8,5,4,6,493,185
549,6,5,7,6,319,308
550,3,6,9,6,334,130
551,7,1,8,9,206,102
552,2,7,3,9,329,458
553,7,1,5,4,128,228
554,7,3,9,6,371,336
555,1,3,9,5,440,418
556,4,2,6,3,333,184
557,6,7,8,9,20,40
558,8,6,7,6,51,103
559,4,7,5,7,371,28
560,3,7,4,6,442,496
561,8,3,6,7,256,106
562,5,3,8,7,220,229
563,2,8,9,5,411,172
564,5,8,6,9,61,473
565,7,8,5,8,209,377
566,1,3,9,4,245,153
567,2,4,9,4,235,458
568,1,4,7,6,271,80
569,1,6,7,5,125,256
570,2,5,6,5,241,151
571,4,1,3,9,212,349
572,3,8,3,8,389,418
573,7,6,9,5,431,251
574,6,7,8,9,496,459
575,7,1,7,3,190,232
576,5,3,3,4,380,132
577,8,3,7,5,187,382
578,6,3,5,3,269,156
579,8,6,8,9,116,184
580,5,7,3,4,176,422
581,5,7,8,5,461,93
582,2,5,3,5,88,96
583,7,1,9,5,33,192
584,6,3,7,3,316,298
585,5,4,3,8,492,22
586,8,3,6,5,148,147
587,7,4,6,8,14,427
588,6,7,6,8,54,85
589,2,3,9,7,400,26
590,6,2,9,7,95,306
591,7,8,7,6,105,89
592,7,6,6,3,107,201
593,1,8,5,3,225,296
594,5,1,7,9,476,301
595,1,8,8,5,123,459
596,6,7,7,6,228,400
597,8,2,5,7,468,456
598,5,8,9,6,183,438
599,4,6,5,8,202,492
600,7,2,8,3,144,206
601,6,8,4,8,244,50
602,3,8,8,7,338,317
603,2,3,4,9,133,210
604,6,1,4,8,69,391
605,3,4,8,6,259,408
606,1,6,6,8,460,493
607,8,1,7,9,263,466
608,3,2,9,4,390,179
609,1,6,8,9,461,226
610,6,7,4,7,286,4
611,8,3,5,3,61,436
612,2,5,6,8,251,271
613,6,5,9,5,457,345
614,5,8,4,9,318,497
615,5,1,9,6,295,194
616,5,7,9,3,150,424
617,4,5,5,6,266,460
618,7,6,9,7,362,52
619,5,2,7,8,256,25
620,1,8,3,4,453,494
621,1,7,7,6,382,449
622,2,7,8,3,414,392
623,5,1,5,9,243,446
624,2,5,8,5,329,103
625,3,7,8,3,218,82
626,4,3,5,3,410,343
627,1,3,6,5,390,491
628,6,8,4,5,338,209
629,7,5,3,7,198,311
630,7,3,5,7,261,298
631,2,3,8,7,393,63
632,5,2,6,9,48,293
633,3,5,6,5,193,223
634,2,6,4,3,267,321
635,7,2,3,5,178,80
636,6,8,6,5,281,459
637,3,5,7,5,142,374
638,4,6,7,3,380,218
639,5,1,8,5,464,382
640,2,3,5,9,175,211
641,1,7,8,5,422,385
642,7,8,5,3,343,280
643,1,6,7,6,25,409
644,2,6,8,3,239,292
645,8,6,8,3,73,283
646,5,6,4,3,236,223
647,4,6,5,3,231,200
648,4,1,7,3,241,219
649,1,8,9,5,49,295
650,7,1,9,4,59,213
651,1,6,5,7,418,268
652,6,2,9,3,2,217
653,3,6,5,3,426,428
654,3,1,8,9,349,377
655,7,6,6,9,165,164
656,2,3,9,7,228,336
657,4,1,4,9,175,2
658,1,3,6,9,311,285
659,2,6,3,9,360,497
660,5,6,9,7,371,307
661,7,2,4,5,355,275
662,5,4,9,3,101,472
663,3,7,9,3,322,436
664,4,3,5,8,55,366
665,5,1,4,3,348,157
666,3,7,3,5,473,27
667,4,6,3,4,442,409
668,3,7,5,6,456,42
669,3,1,8,4,476,418
670,1,3,8,4,132,65
671,5,2,6,3,456,83
672,5,8,6,4,136,239
673,1,2,6,5,193,10
674,5,3,3,8,46,288
675,8,6,3,6,265,432
676,3,7,9,8,372,217
677,3,5,5,9,204,463
678,1,8,7,6,88,344
679,8,7,8,6,186,380
680,8,5,6,3,63,314
681,6,7,8,5,344,424
682,2,1,8,4,356,3
683,7,5,7,3,24,374
684,7,2,5,9,194,138
685,3,6,8,7,471,79
686,2,3,3,5,326,408
687,1,7,4,8,263,10
688,7,6,7,4,37,334
689,7,2,8,7,134,37
690,3,7,3,4,293,402
691,5,8,9,5,384,152
692,6,1,3,9,13,148
693,7,5,5,4,471,365
694,6,8,3,6,112,406
695,2,7,8,7,406,482
696,6,3,7,3,135,149
697,3,4,4,7,321,481
698,4,1,8,5,302,497
699,7,6,9,3,129,361
700,4,8,4,7,135,317
701,3,6,8,3,262,437
702,7,8,7,3,54,392
703,1,5,5,7,340,48
704,3,4,3,5,62,335
705,8,3,3,4,320,487
706,5,3,9,5,7,355
707,1,5,8,7,482,29
708,3,7,7,8,455,320
709,6,7,6,7,52,341
710,7,2,3,9,491,202
711,4,8,8,9,286,154
712,2,6,4,5,426,329
713,2,6,5,4,449,322
714,8,4,3,9,193,428
715,8,7,8,9,157,286
716,7,2,3,5,218,123
717,8,3,5,3,3,414
718,2,7,3,4,112,283
719,1,2,7,4,308,155
720,6,5,3,8,58,16
721,6,1,9,3,103,495
722,1,7,5,9,435,445
723,6,2,4,3,422,349
724,3,5,8,5,415,398
725,6,1,8,4,256,127
726,6,5,4,8,283,285
727,1,2,3,7,311,312
728,6,2,8,9,30,199
729,6,3,8,7,454,447
730,2,8,9,4,94,233
731,1,5,3,4,246,66
732,3,6,6,5,78,278
733,8,6,9,5,122,412
734,1,8,3,7,426,107
735,8,5,3,5,349,410
736,8,3,8,3,460,113
737,1,8,8,4,81,190
738,5,6,8,3,459,25
739,2,6,7,5,351,163
740,1,6,5,9,7,156
741,3,5,5,6,15,243
742,1,7,9,4,376,454
743,7,5,7,9,284,423
744,8,7,9,7,224,110
745,3,7,3,9,431,445
746,7,1,9,7,329,52
747,3,7,3,7,178,166
748,1,3,8,3,178,6
749,2,8,5,9,309,196
750,2,8,8,9,382,17
751,1,8,5,4,359,152
752,3,7,8,3,413,358
753,3,1,8,5,354,251
754,3,4,9,3,426,309
755,1,4,8,5,187,126
756,1,6,5,6,306,498
757,8,1,8,4,112,25
758,5,8,5,9,98,26
759,7,2,5,9,486,463
760,3,4,7,8,270,355
761,6,3,8,4,102,124
762,7,1,6,7,386,66
763,1,3,9,6,354,485
764,6,3,3,6,221,19
765,7,3,9,3,108,374
766,6,7,4,7,7,437
767,8,2,9,5,84,316
768,6,7,9,6,69,224
769,5,3,3,6,40,123
770,5,1,4,6,80,310
771,5,7,9,5,285,206
772,8,3,8,5,76,128
773,7,2,6,5,109,296
774,2,8,4,7,63,322
775,6,1,4,5,113,29
776,3,8,7,4,20,284
777,8,2,6,9,344,109
778,7,4,7,4,256,207
779,2,6,9,5,314,55
780,8,1,7,6,317,39
781,7,3,9,3,421,466
782,7,5,7,8,206,358
783,3,5,8,9,246,348
784,8,3,6,9,126,74
785,3,2,8,9,475,24
786,2,7,8,4,64,435
787,1,2,5,7,242,183
788,4,1,4,8,365,374
789,7,4,7,8,432,449
790,2,8,4,8,7,196
791,2,5,7,3,99,290
792,4,7,7,9,452,76
793,3,1,7,6,399,249
794,7,1,4,8,358,401
795,7,2,4,5,262,357
796,6,1,5,8,52,230
797,7,3,6,7,113,356
798,5,4,4,7,58,24
799,8,5,5,8,0,387
800,1,2,8,9,434,225
801,5,1,5,8,293,329
802,4,7,9,7,260,397
803,6,3,4,6,161,267
804,2,6,7,3,421,332
805,6,2,3,9,139,73
806,2,5,4,7,254,362
807,4,8,5,6,180,420
808,2,1,7,9,127,205
809,6,3,9,7,357,218
810,2,4,6,9,37,103
811,2,1,5,8,143,496
812,1,3,7,6,353,447
813,5,3,7,5,196,194
814,6,8,9,5,458,356
815,3,4,9,6,203,472
816,6,3,7,9,421,337
817,3,4,8,4,24,152
818,7,1,4,3,133,193
819,4,8,7,8,110,302
820,4,7,7,3,201,429
821,8,2,3,6,105,355
822,1,8,3,6,406,121
823,3,2,7,8,109,198
824,7,8,6,9,318,340
825,8,3,3,6,362,398
826,4,5,3,8,387,466
827,4,2,4,8,133,226
828,3,7,8,9,446,322
829,4,6,8,9,303,126
830,8,2,5,4,217,352
831,2,1,8,7,492,428
832,6,7,3,7,379,96
833,7,6,8,4,164,336
834,7,3,9,5,173,379
835,5,7,9,3,161,335
836,1,5,8,9,471,343
837,5,3,9,8,173,13
838,1,8,3,7,402,439
839,3,7,7,6,352,281
840,1,6,8,7,400,434
841,5,3,8,3,107,173
842,2,6,3,9,250,485
843,1,8,3,8,444,434
844,7,1,7,8,47,378
845,2,3,3,5,223,433
846,4,1,5,9,318,228
847,3,8,6,8,204,130
848,1,7,5,8,144,97
849,7,3,8,6,188,315
850,1,7,3,8,370,491
851,4,5,6,3,298,401
852,3,4,3,7,300,18
853,7,4,7,8,266,91
854,4,5,5,3,62,328
855,2,1,7,3,115,42
856,6,5,7,5,178,50
857,8,6,5,4,122,211
858,4,5,7,6,288,119
859,6,8,6,4,128,138
860,2,3,6,7,150,401
861,4,2,4,6,80,299
862,3,1,4,8,276,421
863,3,6,4,8,37,71
864,8,2,4,6,377,11
865,1,8,6,4,229,351
866,1,4,5,3,304,419
867,2,8,6,9,285,258
868,5,7,8,7,181,56
869,6,5,3,8,424,465
870,4,5,4,5,342,91
871,1,5,8,6,197,431
872,4,8,3,8,150,166
873,8,5,8,5,435,190
874,2,6,8,7,136,0
875,1,3,8,6,90,379
876,8,7,5,4,188,407
877,8,3,3,5,156,200
878,4,8,7,6,320,187
879,2,7,9,7,445,98
880,5,4,5,8,10,358
881,1,2,7,4,336,100
882,8,2,5,4,361,63
883,8,4,8,4,61,84
884,4,5,6,3,33,246
885,1,8,7,5,98,352
886,4,2,6,8,336,341
887,3,2,9,3,167,45
888,5,1,8,7,77,69
889,7,5,3,6,240,74
890,2,4,9,3,58,384
891,3,7,8,5,492,218
892,2,1,3,4,167,239
893,3,2,6,7,112,170
894,2,4,9,4,368,131
895,5,1,5,7,20,441
896,5,2,4,7,388,208
897,3,7,8,5,208,256
898,1,5,7,5,350,352
899,5,2,4,6,112,400
900,3,5,3,9,8,127
901,8,7,6,5,88,141
902,5,6,6,9,153,159
903,4,7,8,9,123,257
904,4,2,3,8,332,226
905,8,3,4,8,72,497
906,8,7,6,7,414,104
907,5,2,5,6,85,11
908,2,4,9,6,402,86
909,8,4,6,3,379,433
910,1,8,8,7,124,159
911,6,8,5,3,15,234
912,4,2,7,5,37,453
913,5,3,6,7,340,209
914,4,7,9,6,239,299
915,7,3,8,5,183,48
916,6,1,9,6,384,336
917,6,3,8,7,128,321
918,4,8,7,4,63,342
919,1,3,4,3,475,273
920,4,2,6,8,344,438
921,2,1,9,5,245,310
922,4,3,7,6,318,363
923,8,1,4,7,319,374
924,2,4,5,7,398,316
925,6,8,8,4,155,38
926,7,6,6,9,349,105
927,8,4,5,4,133,292
928,4,2,9,5,460,61
929,8,6,3,4,286,291
930,3,1,9,5,140,460
931,5,7,5,6,388,287
932,7,6,9,8,107,198
933,4,1,6,4,123,460
934,8,1,7,3,484,425
935,5,2,8,6,348,292
936,8,2,9,8,173,213
937,3,7,5,9,369,215
938,3,5,9,6,202,276
939,1,5,5,6,247,220
940,4,6,4,7,100,51
941,1,8,9,6,71,207
942,2,5,6,3,238,233
943,5,8,4,3,14,406
944,4,3,5,3,194,248
945,7,1,3,7,274,86
946,4,6,4,8,409,144
947,1,6,5,4,67,121
948,1,5,6,8,180,154
949,8,3,4,8,350,114
950,8,6,3,6,115,113
951,1,5,3,9,188,216
952,3,6,4,3,292,143
953,2,5,5,4,287,479
954,7,2,9,8,413,51
955,6,4,8,6,352,277
956,2,6,4,6,169,49
957,5,6,4,9,256,318
958,7,8,8,3,349,178
959,3,6,3,5,353,447
960,4,5,7,8,11,339
961,3,7,5,7,195,199
962,4,5,4,5,133,111
963,3,7,9,7,207,128
964,4,2,7,5,275,179
965,3,5,9,7,178,262
966,6,7,3,9,268,268
967,3,7,8,9,494,39
968,2,1,7,3,84,325
969,2,1,9,3,199,13
970,8,5,7,4,403,197
971,6,4,4,6,207,99
972,1,6,5,7,135,146
973,3,7,4,7,118,122
974,1,3,6,8,89,89
975,7,5,8,6,490,394
976,4,7,7,8,486,156
977,4,5,4,9,454,280
978,4,7,3,9,55,8
979,4,1,7,5,238,224
980,8,6,7,6,32,238
981,6,8,6,9,155,425
982,1,7,3,9,428,320
983,5,1,4,5,104,218
984,5,2,5,7,346,262
985,2,6,8,3,45,68
986,6,7,8,6,319,430
987,3,5,7,6,179,112
988,3,5,4,3,427,261
989,3,1,8,6,38,109
990,7,8,8,4,164,374
991,6,7,9,4,283,313
992,8,7,6,5,88,154
993,7,8,9,8,82,67
994,8,6,7,8,50,494
995,6,2,8,4,270,309
996,7,3,5,7,294,7
