,num1,num2,sz1,sz2,img1,img2
87,4,2,3,4,73,149
88,1,5,9,6,371,317
89,4,5,5,7,157,275
90,4,5,5,4,273,484
91,4,6,5,6,78,423
92,5,6,3,9,19,45
93,3,1,5,8,212,163
94,5,7,7,5,362,341
95,4,1,5,3,411,196
96,8,5,8,4,302,153
97,6,7,7,8,129,371
98,6,3,3,7,270,316
99,4,3,9,8,109,152
100,2,6,9,6,378,364
101,3,7,4,8,23,14
102,7,6,8,9,280,186
103,1,7,5,9,350,72
104,8,7,3,9,475,146
105,3,4,6,3,25,135
106,6,4,3,8,471,107
107,2,7,6,3,476,4
108,1,5,6,4,91,403
109,2,8,4,7,204,437
110,2,8,5,9,235,2
111,6,1,3,9,369,418
112,1,2,6,5,4,486
113,5,1,3,8,84,282
114,3,8,3,6,194,112
115,1,5,4,7,366,45
116,8,4,8,7,46,309
117,6,7,3,6,248,4
118,1,8,4,7,299,406
119,7,1,5,6,317,201
120,6,2,8,6,139,238
121,8,5,9,6,240,112
122,7,2,6,7,146,198
123,6,3,3,5,166,245
124,3,7,9,8,12,41
125,3,6,6,7,235,426
126,3,4,7,6,188,88
127,2,8,6,4,112,492
128,1,2,6,9,428,171
129,5,7,9,5,248,163
130,5,6,5,6,190,347
131,6,5,9,3,461,88
132,3,7,8,5,351,0
133,4,7,6,3,477,284
134,1,7,6,3,278,373
135,4,7,6,5,398,291
136,6,2,8,4,320,208
137,3,6,8,3,477,334
138,2,1,3,9,438,76
139,1,2,6,7,28,260
140,2,4,3,5,8,393
141,2,8,9,3,108,195
142,6,4,4,6,51,351
143,5,6,8,7,359,326
144,5,6,8,4,307,484
145,3,7,9,4,91,127
146,8,4,5,3,70,310
147,1,6,5,4,457,316
148,8,6,7,6,454,204
149,4,7,7,4,16,492
150,5,1,6,3,77,477
151,1,8,8,3,209,182
152,2,5,9,8,409,405
153,2,8,7,9,453,182
154,4,6,4,3,275,31
155,8,6,9,8,311,252
156,1,2,5,6,357,360
157,2,8,9,4,397,454
158,2,1,7,8,398,330
159,5,1,6,9,370,14
160,5,6,7,9,58,315
161,6,4,4,6,337,234
162,8,4,4,5,392,148
163,8,3,8,7,336,452
164,5,8,7,5,498,106
165,6,4,6,9,136,215
166,4,6,9,4,438,351
167,1,2,4,3,340,450
168,5,3,5,3,437,462
169,1,6,5,6,185,434
170,3,8,7,6,420,212
171,5,7,9,6,149,162
172,6,1,8,6,427,335
173,2,6,6,9,459,212
174,3,4,5,4,66,156
175,4,3,4,5,166,172
176,6,2,7,9,137,96
177,5,8,7,3,29,276
178,5,7,9,8,470,126
179,5,6,7,5,222,212
180,2,1,3,8,196,13
181,4,5,3,9,216,191
182,4,1,3,6,315,122
183,4,1,5,4,293,110
184,5,3,7,3,3,250
185,1,2,8,4,88,165
186,6,4,9,3,272,153
187,3,1,3,5,305,310
188,5,3,9,5,497,290
189,2,4,3,9,285,413
190,2,5,3,5,99,247
191,1,2,3,7,353,468
192,4,1,5,9,420,197
193,8,6,8,7,294,319
194,7,2,8,6,44,448
195,7,6,9,7,370,343
196,1,2,3,4,243,340
197,7,6,4,9,439,227
198,1,2,7,5,284,429
199,4,1,6,8,124,11
200,5,6,3,7,203,292
201,6,1,4,6,440,230
202,1,6,8,3,185,146
203,1,7,9,5,384,244
204,7,4,6,9,66,98
205,8,2,6,9,299,421
206,3,8,7,5,418,61
207,2,1,9,4,50,142
208,6,8,4,9,67,295
209,5,1,9,3,287,110
210,1,8,4,5,56,334
211,2,7,5,9,285,85
212,3,5,6,3,13,78
213,6,4,5,4,402,498
214,1,3,3,7,476,73
215,2,7,7,8,108,326
216,4,5,3,8,474,139
217,1,3,5,6,322,233
218,2,8,5,6,152,452
219,3,1,5,9,199,320
220,4,3,6,9,87,222
221,4,2,8,7,39,199
222,8,6,8,9,285,84
223,8,5,6,4,446,440
224,3,6,9,7,39,28
225,3,2,6,4,90,382
226,2,5,3,5,453,136
227,8,7,5,8,344,271
228,3,2,5,7,53,414
229,5,7,8,4,361,165
230,5,8,8,5,391,439
231,3,6,6,8,342,335
232,8,7,6,8,256,263
233,1,8,4,8,457,1
234,1,3,9,4,323,32
235,6,4,3,7,106,12
236,3,5,4,9,151,411
237,2,3,8,9,249,284
238,3,5,9,3,396,111
239,5,2,3,6,34,193
240,7,5,9,3,64,440
241,1,4,9,4,446,377
242,7,4,5,3,40,171
243,2,1,8,6,457,418
244,8,7,9,8,243,61
245,2,3,8,9,264,264
246,2,3,7,3,68,248
247,3,5,6,5,350,417
248,2,4,8,6,356,207
249,1,2,6,5,346,226
250,2,3,7,4,435,351
251,5,6,5,3,57,390
252,7,6,3,8,188,335
253,4,3,3,6,0,296
254,6,5,8,4,104,132
255,5,6,6,8,367,22
256,6,8,8,5,396,432
257,7,6,9,5,413,122
258,8,5,4,9,445,433
259,3,8,3,8,174,102
260,2,8,7,3,162,60
261,5,4,7,9,226,414
262,2,4,8,4,121,358
263,8,4,5,6,311,483
264,8,1,7,4,174,230
265,8,3,6,3,256,78
266,1,5,4,8,351,370
267,4,8,3,8,273,270
268,6,5,5,3,429,58
269,2,6,5,7,61,115
270,2,3,3,9,153,8
271,6,1,7,4,181,418
272,3,7,5,7,367,267
273,2,4,5,9,59,43
274,1,6,5,6,171,26
275,5,7,8,6,28,340
276,8,1,5,6,403,276
277,6,3,7,5,473,425
278,4,5,9,4,369,473
279,2,8,3,7,302,323
280,5,7,8,3,427,467
281,2,6,6,7,120,51
282,3,4,6,4,234,219
283,4,1,4,6,52,395
284,1,7,8,3,246,399
285,5,6,6,5,35,498
286,2,1,4,7,62,14
287,7,2,4,7,170,386
288,8,7,4,7,461,127
289,3,5,6,4,298,419
290,8,4,7,3,188,5
291,1,8,5,4,456,247
292,5,4,5,3,357,356
293,7,3,9,8,461,135
294,1,2,7,4,231,119
295,5,2,8,7,289,396
296,6,8,5,8,57,139
297,1,7,8,5,55,211
298,7,5,5,6,11,370
299,7,1,4,3,95,371
300,8,7,5,3,50,103
301,5,8,5,4,220,344
302,2,1,7,5,249,351
303,4,6,4,3,241,204
304,2,3,8,6,490,73
305,1,2,4,5,249,168
306,4,8,6,8,360,162
307,3,7,8,7,438,426
308,5,7,6,5,395,403
309,1,4,7,3,17,462
310,3,5,5,6,321,187
311,8,7,8,5,31,406
312,6,7,6,9,110,403
313,3,1,3,6,191,137
314,5,8,5,8,73,116
315,7,8,7,4,118,312
316,4,6,5,8,91,99
317,7,3,4,8,7,396
318,8,1,4,9,175,34
319,5,7,3,5,271,342
320,4,7,6,8,343,102
321,6,1,4,8,132,48
322,1,5,3,4,397,433
323,8,5,9,3,359,254
324,7,2,6,3,487,233
325,3,2,9,6,396,463
326,8,5,3,7,33,125
327,1,2,7,5,21,71
328,2,1,3,6,126,416
329,3,1,9,7,320,178
330,7,2,6,7,426,350
331,3,7,3,5,23,358
332,7,6,9,8,230,180
333,8,7,3,9,447,88
334,1,4,9,6,129,262
335,5,8,6,3,118,433
336,4,1,9,8,224,240
337,7,2,3,8,328,149
338,8,1,9,7,190,176
339,4,8,8,7,123,383
340,4,5,3,4,43,19
341,3,8,6,8,335,386
342,4,7,8,6,212,406
343,6,2,6,7,267,172
344,2,6,7,5,147,360
345,6,8,7,4,288,94
346,7,3,4,7,355,364
347,5,2,5,6,258,215
348,7,8,5,7,84,242
349,1,3,8,3,291,412
350,8,1,7,4,140,358
351,7,5,6,7,172,333
352,7,4,4,9,494,174
353,4,6,6,5,220,420
354,5,6,9,4,78,152
355,2,4,7,8,329,300
356,5,2,9,8,114,155
357,5,6,4,5,272,181
358,5,1,8,4,426,85
359,2,4,7,9,451,44
360,3,5,5,3,415,7
361,4,8,6,8,152,148
362,4,3,8,7,409,387
363,5,6,3,8,421,35
364,5,3,5,7,143,86
365,5,7,8,7,409,457
366,3,7,6,3,97,272
367,1,8,4,3,253,361
368,5,7,6,3,202,292
369,8,7,7,8,70,198
370,4,7,8,5,108,60
371,2,1,7,8,305,420
372,2,7,7,8,16,14
373,3,8,5,4,312,110
374,4,3,6,7,439,348
375,7,5,8,3,311,190
376,3,6,3,7,200,164
377,8,7,6,4,155,339
378,8,2,8,3,252,108
379,3,5,9,6,404,246
380,5,6,8,7,193,267
381,2,1,9,8,297,40
382,6,3,9,8,229,189
383,7,5,8,6,150,420
384,6,8,6,3,182,227
385,4,6,7,8,346,395
386,8,1,5,4,134,481
387,1,3,4,3,401,299
388,5,3,3,6,402,20
389,4,5,4,6,413,72
390,5,8,8,7,136,377
391,8,4,9,4,314,98
392,1,4,9,5,480,259
393,4,2,7,6,395,188
394,5,1,3,8,244,188
395,4,5,9,3,50,124
396,4,1,3,7,443,6
397,3,2,5,8,386,354
398,4,1,9,6,416,377
399,6,1,5,3,23,217
400,1,4,8,5,456,276
401,4,5,6,7,181,229
402,7,8,6,7,342,125
403,2,3,9,3,133,419
404,2,3,4,8,333,361
405,7,5,9,4,48,279
406,3,8,8,6,5,462
407,3,2,3,6,486,383
408,2,8,6,4,479,371
409,1,5,7,6,136,247
410,6,5,9,8,213,305
411,4,3,4,5,354,343
412,1,4,8,7,360,488
413,5,3,9,6,33,12
414,4,8,5,9,294,434
415,3,5,5,3,415,328
416,1,5,5,7,179,112
417,5,2,6,8,330,463
418,2,7,5,9,191,300
419,3,2,8,3,228,12
420,1,4,5,4,59,474
421,1,3,3,6,31,204
422,2,8,8,5,359,362
423,8,7,5,3,394,83
424,8,1,8,4,82,193
425,2,1,5,8,333,227
426,3,6,3,7,131,444
427,4,6,6,8,413,282
428,2,6,8,4,48,318
429,4,1,3,8,158,188
430,6,7,7,3,275,103
431,6,4,5,6,108,201
432,6,1,4,5,489,377
433,4,3,3,7,232,207
434,1,6,9,6,368,462
435,3,8,8,9,216,281
436,2,6,5,8,78,231
437,8,6,4,3,335,286
438,6,3,9,5,138,250
439,2,5,7,6,378,17
440,6,7,6,9,38,322
441,6,1,3,8,341,416
442,7,6,9,3,15,113
443,5,1,7,8,147,469
444,1,7,8,9,95,492
445,7,2,8,7,68,52
446,2,1,9,7,58,163
447,8,4,5,7,115,316
448,8,2,9,7,457,233
449,8,5,9,7,170,153
450,6,2,6,8,416,375
451,1,2,5,8,333,112
452,4,6,7,6,450,47
453,8,1,7,4,435,130
454,8,2,4,7,419,17
455,1,5,8,9,386,271
456,2,5,7,5,214,296
457,6,1,5,9,403,471
458,1,8,9,7,441,27
459,8,6,5,8,163,248
460,8,4,8,5,243,218
461,4,2,5,4,450,235
462,6,2,6,4,4,140
463,2,6,3,8,410,16
464,7,8,8,6,237,311
465,3,4,9,6,140,295
466,1,3,5,6,269,428
467,2,3,3,7,396,384
468,6,1,8,5,426,220
469,3,2,9,3,434,470
470,2,5,9,6,354,105
471,8,3,4,7,170,127
472,5,7,6,3,22,159
473,6,2,7,6,351,401
474,4,7,8,5,187,366
475,1,2,7,3,413,306
476,6,7,5,7,469,435
477,1,2,4,8,186,193
478,1,6,8,4,62,123
479,1,3,6,5,164,241
480,8,1,6,3,394,179
481,2,6,5,9,478,435
482,4,8,3,9,136,157
483,4,6,6,8,497,79
484,7,4,5,9,435,231
485,8,3,8,9,493,38
486,2,5,8,4,418,224
487,7,1,4,8,321,324
488,8,3,8,9,65,114
489,8,6,7,6,91,285
490,5,7,3,7,234,218
491,7,6,8,4,132,461
492,6,7,8,4,17,423
493,7,4,7,9,312,469
494,7,4,6,5,5,304
495,6,2,7,3,59,230
496,8,1,5,4,447,36
497,6,3,6,5,333,357
498,4,7,6,3,150,284
499,6,4,3,7,394,99
500,2,4,9,4,32,185
501,4,3,6,5,197,186
502,1,4,9,6,330,286
503,3,4,6,8,312,56
504,5,7,4,8,42,204
505,5,2,8,3,247,246
506,2,1,8,3,178,90
507,3,7,4,7,46,298
508,3,2,7,3,397,130
509,7,3,3,7,397,293
510,8,6,9,4,111,416
511,1,8,4,6,157,189
512,7,1,3,6,301,488
513,2,4,6,8,394,84
514,4,8,6,5,312,496
515,2,5,9,4,184,147
516,1,2,7,3,57,366
517,5,8,9,8,280,250
518,8,7,7,6,147,126
519,5,1,6,8,0,24
520,5,4,9,6,445,153
521,4,1,3,6,190,150
522,5,4,6,7,438,170
523,6,8,9,8,216,108
524,8,3,9,8,67,305
525,7,1,5,7,386,226
526,1,7,8,9,2,251
527,4,1,3,8,484,115
528,5,2,8,4,389,334
529,2,8,3,9,274,61
530,3,8,5,8,325,289
531,2,3,3,9,29,90
532,7,2,9,3,251,386
533,3,8,6,8,27,352
534,7,8,7,9,222,40
535,8,6,8,7,384,1
536,7,2,4,6,6,303
537,6,7,7,6,175,424
538,2,8,8,6,413,284
539,7,4,7,3,370,87
540,3,7,9,3,475,232
541,4,1,5,9,245,140
542,3,1,9,4,126,110
543,3,1,9,5,198,56
544,1,5,9,7,61,116
545,7,8,9,3,217,335
546,6,4,9,5,439,202
547,6,4,5,4,144,182
548,4,5,5,7,310,64
549,1,6,5,6,129,66
550,1,2,6,8,405,17
551,6,3,7,6,216,158
552,4,7,7,5,47,229
553,6,4,4,6,11,302
554,8,7,5,3,132,391
555,3,4,3,8,360,396
556,8,4,6,9,433,93
557,6,3,8,9,302,173
558,4,1,8,3,61,313
559,4,8,6,9,445,234
560,6,2,3,8,19,492
561,1,5,4,8,155,279
562,4,8,6,5,453,418
563,2,8,9,4,145,459
564,5,8,7,9,425,7
565,3,4,6,7,334,167
566,3,6,5,8,45,251
567,8,1,3,8,250,377
568,5,3,6,4,252,22
569,5,2,8,6,142,147
570,2,6,3,8,399,68
571,1,8,7,9,87,438
572,8,1,9,3,222,266
573,8,4,8,9,171,137
574,7,2,6,9,496,283
575,3,6,5,6,253,166
576,6,7,5,6,33,179
577,4,8,9,7,28,287
578,3,4,3,8,217,407
579,2,8,9,7,331,169
580,7,1,5,4,233,316
581,4,5,7,9,265,298
582,5,1,8,7,232,486
583,1,5,8,7,46,311
584,3,4,9,3,411,401
585,1,4,6,5,360,57
586,3,2,3,6,112,122
587,7,2,4,9,473,345
588,3,4,6,5,186,337
589,8,3,9,3,403,235
590,6,8,4,6,258,496
591,6,1,4,3,377,318
592,4,8,6,3,486,168
593,4,3,6,4,183,399
594,2,6,6,8,475,428
595,1,8,7,9,119,45
596,3,6,9,7,106,128
597,7,1,8,3,317,334
598,7,2,8,9,496,336
599,3,5,8,5,308,403
600,4,6,7,8,324,319
601,1,7,9,4,431,436
602,1,3,9,4,426,361
603,6,2,7,4,420,136
604,7,3,7,9,163,222
605,1,6,5,6,78,484
606,7,1,5,8,460,479
607,7,5,6,3,57,412
608,1,4,9,6,428,159
609,7,8,5,9,387,77
610,3,8,5,9,288,39
611,4,8,4,7,111,414
612,5,3,5,9,202,66
613,1,2,5,3,388,231
614,2,4,4,5,167,77
615,1,6,4,9,139,473
616,7,6,6,5,310,1
617,2,8,9,7,491,302
618,3,4,8,5,51,137
619,2,6,6,8,493,322
620,8,5,5,3,326,259
621,8,2,8,9,197,232
622,1,7,4,9,273,92
623,3,5,9,4,380,488
624,1,8,3,8,463,279
625,8,5,4,6,3,306
626,6,4,7,9,332,174
627,4,3,7,6,161,166
628,4,7,6,8,395,286
629,8,4,7,6,204,382
630,2,1,8,3,2,448
631,4,6,5,4,319,106
632,2,3,5,9,115,23
633,5,1,7,9,151,394
634,8,6,7,3,460,218
635,4,2,3,5,216,178
636,4,2,8,9,170,369
637,1,5,4,3,293,437
638,2,6,4,7,110,258
639,1,2,3,9,462,119
640,3,6,7,9,289,291
641,2,1,3,6,124,414
642,8,3,7,4,472,159
643,1,5,9,5,428,37
644,1,3,8,4,161,136
645,4,1,4,9,154,247
646,7,1,3,6,92,15
647,1,3,6,3,303,392
648,4,5,9,6,483,157
649,4,6,8,4,458,428
650,2,1,5,8,79,354
651,2,6,9,5,361,221
652,5,6,7,8,240,291
653,6,5,3,7,176,24
654,3,4,6,5,283,336
655,5,4,3,6,177,313
656,1,5,3,8,17,326
657,5,2,6,3,258,202
658,1,2,5,4,15,232
659,6,2,8,7,373,387
660,1,5,7,5,216,374
661,3,4,9,7,438,115
662,3,1,7,5,366,58
663,3,6,9,6,442,11
664,3,7,8,5,163,276
665,1,8,7,6,135,323
666,3,2,4,6,15,122
667,5,3,9,7,404,206
668,2,8,6,8,145,93
669,5,6,5,6,399,24
670,7,8,6,4,61,416
671,1,8,9,4,154,282
672,1,5,4,5,258,408
673,8,7,9,4,458,154
674,4,3,9,7,466,173
675,5,8,7,6,260,390
676,5,4,9,4,25,51
677,6,1,5,6,398,172
678,5,1,3,4,98,7
679,5,3,4,6,394,369
680,5,1,3,6,171,212
681,3,4,9,6,266,342
682,7,5,9,3,336,447
683,3,6,3,5,486,99
684,8,4,9,8,473,237
685,6,1,7,3,198,16
686,2,7,5,9,73,425
687,1,8,3,5,440,327
688,8,2,4,8,142,80
689,1,4,4,9,282,413
690,4,2,3,8,437,142
691,3,1,5,4,386,423
692,2,4,8,4,483,171
693,6,3,6,8,99,162
694,6,7,3,7,345,296
695,3,4,8,3,353,315
696,6,8,4,9,204,471
697,6,1,4,6,100,69
698,4,7,4,5,123,196
699,7,6,5,6,141,240
700,6,7,9,5,469,211
701,8,5,7,4,189,136
702,2,5,7,4,122,263
703,5,1,4,5,194,328
704,7,4,5,7,206,427
705,6,7,9,7,147,310
706,4,5,8,7,324,148
707,8,5,7,3,343,154
708,6,8,9,5,48,66
709,5,1,9,3,307,238
710,6,2,5,4,482,296
711,8,5,8,6,263,116
712,4,1,5,9,56,486
713,4,6,8,5,99,233
714,7,5,8,3,196,212
715,7,3,6,7,499,422
716,6,7,8,6,217,220
717,8,7,4,7,300,152
718,3,7,3,4,450,273
719,5,7,7,5,119,94
720,4,3,5,4,129,29
721,7,8,3,7,303,209
722,5,7,6,8,498,465
723,5,1,4,8,181,20
724,2,6,5,7,98,42
725,2,8,4,3,328,254
726,6,3,3,8,337,81
727,2,8,5,3,18,154
728,3,7,7,8,121,80
729,7,6,9,8,254,361
730,7,3,6,4,230,64
731,1,2,5,9,132,408
732,6,8,5,8,491,215
733,8,7,9,8,409,133
734,5,6,4,8,8,240
735,2,1,6,4,53,462
736,3,7,3,4,199,412
737,4,2,8,9,405,425
738,1,2,6,4,16,191
739,5,7,5,4,187,473
740,1,5,4,7,62,388
741,7,8,5,7,287,264
742,5,8,9,7,66,353
743,8,6,4,8,317,78
744,1,3,3,9,51,28
745,4,2,3,4,160,202
746,3,1,3,8,170,259
747,5,7,8,9,278,250
748,1,2,8,5,415,83
749,4,5,6,9,270,20
750,3,1,6,8,357,269
751,1,7,8,5,40,337
752,6,2,6,7,368,16
753,2,3,5,7,159,464
754,7,1,8,3,373,75
755,6,2,4,8,324,235
756,2,4,6,3,233,496
757,8,5,6,3,346,161
758,6,8,3,4,385,499
759,4,1,5,9,52,169
760,8,3,9,4,241,327
761,4,2,7,3,404,493
762,5,6,9,8,63,11
763,4,7,3,8,157,15
764,3,7,8,4,110,367
765,8,1,5,7,413,141
766,3,1,4,6,178,218
767,6,8,5,8,179,348
768,6,4,9,5,174,457
769,1,8,6,8,271,308
770,1,4,9,7,234,99
771,1,4,6,7,74,224
772,8,2,5,6,385,135
773,8,2,4,3,206,205
774,6,1,8,5,217,141
775,5,4,3,8,439,319
776,3,2,9,5,2,85
777,7,2,7,5,180,112
778,3,1,9,6,476,473
779,1,8,4,5,354,483
780,6,1,4,5,66,436
781,1,8,7,4,382,337
782,2,3,4,6,239,56
783,1,3,4,9,326,470
784,4,8,6,5,369,380
785,3,7,7,5,326,464
786,2,4,5,6,134,434
787,7,3,3,4,370,444
788,8,6,6,7,316,363
789,6,4,8,5,435,17
790,4,2,8,4,403,198
791,6,1,4,6,310,259
792,6,2,8,5,267,254
793,8,6,6,4,361,361
794,3,1,5,7,90,424
795,4,7,5,8,295,447
796,4,7,7,9,466,316
797,7,2,5,9,407,366
798,5,3,9,8,439,448
799,1,2,9,3,125,37
800,4,5,7,3,74,421
801,4,1,6,7,401,475
802,4,8,8,3,289,329
803,3,4,6,4,407,201
804,1,6,9,4,439,301
805,4,8,7,3,489,310
806,5,4,8,4,467,61
807,4,6,3,8,334,161
808,4,8,4,6,113,340
809,5,1,6,7,57,306
810,6,8,4,8,68,145
811,7,3,4,8,15,397
812,2,7,4,8,41,440
813,8,2,9,5,215,303
814,1,2,5,7,353,265
815,6,7,8,5,94,145
816,4,1,9,5,473,233
817,5,4,3,9,50,265
818,7,4,9,7,458,220
819,5,1,6,9,327,398
820,4,3,3,5,274,300
821,5,1,6,9,486,42
822,8,7,4,8,311,437
823,4,7,9,4,80,233
824,8,1,7,9,360,53
825,1,5,3,8,391,350
826,2,6,8,3,328,77
827,2,5,7,9,373,185
828,6,5,3,8,14,20
829,1,7,3,4,371,344
830,1,7,8,3,264,67
831,1,8,6,3,470,84
832,2,3,3,8,295,12
833,4,8,3,6,273,315
834,5,3,4,8,265,370
835,6,5,4,3,407,363
836,8,1,9,3,464,149
837,8,5,8,9,285,328
838,3,1,8,7,397,302
839,1,4,9,7,58,274
840,3,1,3,5,34,26
841,6,8,4,6,426,305
842,8,3,5,7,181,294
843,7,4,4,8,189,304
844,8,5,3,7,29,6
845,6,5,8,3,271,275
846,6,2,3,5,122,450
847,5,7,6,7,167,202
848,5,1,6,9,310,227
849,5,4,9,7,397,435
850,6,8,5,7,153,94
851,7,4,8,3,112,426
852,2,3,9,7,339,255
853,5,6,8,9,199,206
854,7,5,8,7,327,352
855,2,8,4,6,34,240
856,2,6,6,5,270,137
857,8,1,6,8,309,101
858,8,7,6,5,56,215
859,4,1,6,9,405,194
860,3,1,3,7,403,468
861,7,1,8,6,350,269
862,6,4,3,4,396,494
863,5,2,3,5,189,202
864,5,6,6,7,371,128
865,5,7,7,5,404,135
866,2,8,3,6,422,360
867,7,1,9,3,313,244
868,5,7,6,3,49,447
869,2,3,9,5,224,3
870,5,8,8,5,17,26
871,5,7,9,4,21,185
872,8,6,8,9,255,199
873,7,3,9,6,187,339
874,1,5,7,8,101,137
875,5,2,9,3,180,209
876,1,2,5,4,492,281
877,4,5,6,5,205,397
878,1,5,9,6,372,35
879,8,4,4,5,235,296
880,4,1,4,7,204,414
881,6,7,4,8,195,208
882,2,3,3,5,144,239
883,5,1,9,7,164,479
884,8,2,6,7,238,186
885,5,4,6,7,208,220
886,5,4,5,7,249,96
887,3,1,3,7,296,318
888,6,4,7,4,193,234
889,5,1,6,3,265,375
890,5,1,7,3,405,421
891,7,5,6,4,4,335
892,5,4,8,6,115,220
893,4,7,9,6,163,389
894,4,6,5,7,417,301
895,1,8,6,8,398,185
896,3,7,5,8,415,287
897,8,6,7,6,13,107
898,1,6,6,8,4,491
899,4,6,8,6,317,434
900,5,3,9,8,350,247
901,1,5,9,3,29,394
902,3,8,3,9,193,488
903,4,3,7,9,37,387
904,7,1,3,5,247,432
905,3,5,6,4,360,312
906,1,7,7,6,357,69
907,2,1,6,4,451,499
908,4,7,9,4,437,372
909,1,5,9,5,218,440
910,7,8,5,4,122,313
911,5,1,5,4,482,41
912,8,6,4,6,28,269
913,1,8,7,3,450,441
914,7,6,5,9,117,280
915,4,5,3,7,402,73
916,5,7,6,8,129,422
917,2,1,9,5,304,23
918,8,2,4,5,264,125
919,7,4,4,6,461,370
920,6,7,4,3,98,229
921,8,5,8,9,121,19
922,6,8,5,4,206,341
923,3,6,8,6,477,380
924,8,3,8,9,62,83
925,7,2,3,8,403,467
926,2,4,7,4,329,134
927,2,5,3,8,202,269
928,5,3,7,8,88,108
929,8,6,9,6,362,314
930,3,5,5,6,200,205
931,1,4,9,5,491,447
932,5,3,5,6,109,150
933,8,7,7,9,437,151
934,5,2,5,3,147,291
935,8,5,9,6,137,171
936,3,1,8,4,390,313
937,7,3,5,3,192,75
938,8,4,5,9,205,64
939,5,1,8,9,88,330
940,8,7,8,9,166,490
941,4,2,8,9,51,426
942,1,4,8,6,255,414
943,8,1,8,3,395,87
944,1,4,9,7,249,212
945,8,1,3,7,184,444
946,4,8,7,5,77,59
947,4,7,7,3,128,494
948,8,1,3,9,46,276
949,7,5,8,4,112,92
950,3,4,5,9,97,100
951,6,7,4,3,286,372
952,3,7,9,4,6,302
953,8,1,6,7,161,245
954,1,7,8,7,474,0
955,2,7,7,4,186,3
956,7,5,9,6,388,139
957,5,4,8,9,158,273
958,2,3,4,9,406,52
959,4,7,4,6,448,45
960,5,6,7,3,229,270
961,1,6,8,4,20,408
962,2,5,4,7,30,365
963,4,5,5,6,102,257
964,1,7,9,4,68,125
965,4,7,7,5,114,142
966,8,5,4,8,231,15
967,5,7,9,8,193,293
968,1,4,8,6,262,27
969,2,5,6,8,195,144
970,6,2,5,7,266,370
971,8,2,9,3,317,494
972,4,5,3,7,67,424
973,6,2,9,6,411,119
974,5,3,3,8,171,420
975,5,4,5,4,129,44
976,8,6,8,7,304,426
977,5,2,3,7,164,294
978,3,1,4,6,419,369
979,7,4,9,3,205,354
980,3,6,5,6,331,368
981,6,2,4,8,191,274
982,6,4,7,4,123,256
983,1,6,8,9,138,252
984,4,8,4,6,308,426
985,5,3,6,8,415,8
986,6,4,5,7,121,200
987,7,5,5,9,318,144
988,5,6,5,6,211,408
989,3,5,9,4,38,161
990,4,7,7,8,457,289
991,8,1,9,3,263,351
992,3,4,3,5,119,327
993,5,3,7,3,88,187
994,2,5,3,8,217,243
995,8,6,8,7,109,390
996,3,4,6,3,242,82
